total_value,model_obj_value,model_obj_bound,gap,gurobi_time,python_time,clustering_python_time,run_time_original_mip,run_time_callback_mip,run_time_total,operation_time,number_of_initial_fires,number_of_jobs_arrived,number_of_job_processed,number_of_vehicles,number_of_vehicles_used,initial_fire_node_IDs
114.53473590747396,114.53473590747396,116.84627519583411,0.02018199343671174,0.07059693336486816,0.07,0.04,154.75,0.07,154.85999999999999,24.0,8,8,8,2,2,"2,4,6,9,16,18,22,25"
107.75804758332359,107.75804758332359,110.63526498933356,0.026700719533593778,0.6156880855560303,0.62,0.01,216.02,0.62,216.65,24.0,9,11,11,2,2,"7,8,9,12,14,15,18,22,25"
109.59739432156414,109.59739432156414,111.9014420654205,0.021022833235397633,0.23042082786560059,0.23,0.03,216.01,0.23,216.26999999999998,24.0,9,9,9,2,2,"7,9,10,12,15,16,17,24,25"
110.72654226622262,110.72654226622262,113.79348524711442,0.02769835414455431,0.14230799674987793,0.14,0.03,188.9,0.14,189.07,24.0,9,9,9,2,2,"2,7,8,12,14,17,22,24,25"
110.75229546326486,110.75229546326486,113.99089736993258,0.02924184905713244,0.0762021541595459,0.08,0.02,216.01,0.08,216.11,24.0,9,9,9,2,2,"2,6,8,10,14,15,17,18,22"
107.83065793879734,107.83065793879734,110.99320197800635,0.02932880221322595,0.4952700138092041,0.5,0.03,216.03,0.5,216.56,24.0,9,10,10,2,2,"2,7,8,9,10,12,14,17,22"
109.77320655446115,109.77320655446115,112.28751478950727,0.022904571288064782,0.3246290683746338,0.32,0.05,216.09,0.32,216.46,24.0,9,9,9,2,2,"2,7,8,10,15,16,18,24,25"
106.85143612654808,106.85143612654808,110.05577904551453,0.029988767911096913,0.9228949546813965,0.92,0.02,216.03,0.92,216.97,24.0,9,10,10,2,2,"2,6,10,14,16,17,19,22,24"
113.01050065560372,113.01050065560372,114.95409260219265,0.01719833055613093,0.07080888748168945,0.07,0.04,178.46,0.07,178.57,24.0,9,9,9,2,2,"2,6,7,10,14,15,18,24,25"
112.02608868543018,112.02608868543018,114.53067948347707,0.022357210069877516,0.07629704475402832,0.08,0.02,182.68,0.08,182.78000000000003,24.0,9,9,9,2,2,"2,7,8,10,14,15,17,24,25"
104.91002780035082,104.91002780035082,107.78093828850257,0.027365453506648964,0.6089508533477783,0.61,0.01,216.01,0.61,216.63,24.0,9,10,10,2,2,"6,7,8,9,10,12,16,18,19"
108.81401443230159,108.81401443230159,112.00345782272898,0.029310961525196653,0.31160712242126465,0.31,0.03,216.03,0.31,216.37,24.0,9,10,10,2,2,"2,6,8,10,16,17,18,22,25"
110.98991605346095,110.98991605346095,113.5355177596096,0.02293543230470153,0.14632606506347656,0.15,0.04,216.02,0.15,216.21,24.0,9,9,9,2,2,"4,7,8,12,14,15,17,18,24"
109.63095506677689,109.63095506677689,112.8240651876933,0.029125990181983346,0.7432780265808105,0.74,0.01,216.02,0.74,216.77,24.0,9,10,10,2,2,"2,4,7,9,12,14,15,16,24"
109.86450692462265,109.86450692462265,112.97801435489339,0.02833952035489407,0.16895580291748047,0.17,0.01,216.02,0.17,216.2,24.0,9,10,10,2,2,"4,8,9,10,12,14,16,22,25"
109.31026568944068,109.31026568944068,112.32787691746002,0.02760592711934862,0.28839707374572754,0.29,0.03,216.02,0.29,216.34,24.0,9,10,10,2,2,"2,8,9,10,15,16,19,22,24"
106.56700658353901,106.56700658353901,109.67789702192383,0.02919187221371517,2.672621011734009,2.67,0.03,216.03,2.67,218.73,24.0,9,11,11,2,2,"2,4,8,9,15,16,17,18,19"
109.8645069246233,109.8645069246233,113.15517229635887,0.02995203331675858,0.16750311851501465,0.17,0.01,216.02,0.17,216.2,24.0,9,10,10,2,2,"4,8,9,10,12,16,18,22,25"
108.86858991589291,108.86858991589291,112.1002733378883,0.02968425901806978,0.31809091567993164,0.32,0.03,216.01,0.32,216.35999999999999,24.0,9,10,10,2,2,"2,4,7,10,14,15,17,18,25"
106.70409570949792,106.70409570949792,109.59963728840724,0.02713618029051512,0.9210810661315918,0.92,0.02,216.03,0.92,216.97,24.0,9,11,11,2,2,"2,4,7,10,14,15,17,19,25"
111.78345557635869,111.78345557635869,114.89321245145048,0.02781947345479521,0.07049012184143066,0.07,0.01,170.09,0.07,170.17,24.0,9,9,9,2,2,"4,7,9,10,12,15,18,19,22"
106.42208644895118,106.42208644895118,109.45483317020117,0.028497343196750315,0.7022380828857422,0.7,0.03,240.02,0.7,240.75,24.0,10,10,10,2,2,"6,7,12,14,15,17,18,19,22,24"
109.78547972584721,109.78547972584721,112.86304710116791,0.028032553876941653,0.14656400680541992,0.15,0.01,240.01,0.15,240.17,24.0,10,10,10,2,2,"2,4,7,8,9,12,14,15,18,19"
103.7999919373813,103.7999919373813,106.90361776711335,0.029900058485595606,0.6985418796539307,0.7,0.03,240.01,0.7,240.73999999999998,24.0,10,11,11,2,2,"8,9,10,12,14,15,17,18,24,25"
107.47253452611403,107.47253452611403,110.50794306665628,0.028243574546059448,0.5461330413818359,0.55,0.03,240.01,0.55,240.59,24.0,10,11,11,2,2,"2,4,6,8,9,14,15,17,19,24"
107.21216258243555,107.21216258243555,110.28599562251792,0.02867056279849676,0.643463134765625,0.64,0.03,240.02,0.64,240.69,24.0,10,10,10,2,2,"4,6,8,9,10,12,15,16,17,24"
104.90340075773783,104.90340075773783,108.03632127197022,0.029864813643816088,1.2352259159088135,1.24,0.01,240.02,1.24,241.27,24.0,10,11,11,2,2,"2,6,7,8,9,10,12,14,16,25"
109.75605574848763,109.75605574848763,112.33855973754875,0.023529489752976196,0.2665369510650635,0.27,0.01,240.02,0.27,240.3,24.0,10,10,10,2,2,"2,4,7,8,12,14,16,19,24,25"
110.57809218589296,110.57809218589296,112.73156628261717,0.019474690276840755,0.15692687034606934,0.16,0.02,227.93,0.16,228.11,24.0,10,10,10,2,2,"2,4,7,10,14,15,16,17,24,25"
105.98326205414477,105.98326205414477,109.08223289753587,0.029240191171016203,2.764349937438965,2.76,0.01,240.02,2.76,242.79,24.0,10,11,11,2,2,"2,4,8,9,10,12,16,18,19,24"
103.51791204074635,103.51791204074635,106.4222639086326,0.028056515154044524,0.658087968826294,0.66,0.02,240.03,0.66,240.71,24.0,10,12,12,2,2,"4,6,7,9,10,16,17,18,19,25"
107.07378032741344,107.07378032741344,109.72102565968903,0.02472356280109623,0.4004700183868408,0.4,0.01,240.01,0.4,240.42,24.0,10,11,11,2,2,"2,7,10,12,14,15,18,22,24,25"
109.617044049567,109.617044049567,112.58250830379419,0.02705294856232624,0.15992212295532227,0.16,0.03,240.02,0.16,240.21,24.0,10,10,10,2,2,"2,7,8,12,15,16,17,18,24,25"
104.36745172118248,104.36745172118248,107.31555161755074,0.02824731128095479,2.733091115951538,2.73,0.03,240.01,2.73,242.76999999999998,24.0,10,11,11,2,2,"2,6,7,10,12,15,16,17,18,24"
107.45778706560047,107.45778706560047,110.63901954684839,0.029604485334374597,0.437546968460083,0.44,0.03,240.03,0.44,240.5,24.0,10,11,11,2,2,"2,4,6,8,14,15,16,17,19,24"
105.9225921846855,105.9225921846855,108.95558303921486,0.02863403162604885,0.669978141784668,0.67,0.04,240.02,0.67,240.73,24.0,10,10,10,2,2,"4,6,7,9,10,12,15,17,19,22"
103.76182554428186,103.76182554428186,106.73686860825661,0.02867184581968548,2.0101277828216553,2.01,0.05,240.02,2.01,242.08,24.0,10,12,12,2,2,"4,6,7,9,10,15,16,19,22,25"
109.16230635515409,109.16230635515409,112.16714798175008,0.02752636626071172,0.14945697784423828,0.15,0.02,240.02,0.15,240.19000000000003,24.0,10,10,10,2,2,"2,4,6,14,15,17,18,19,22,24"
105.76202215046858,105.76202215046858,108.69988444302415,0.027778045775031054,0.7070589065551758,0.71,0.03,240.02,0.71,240.76000000000002,24.0,10,11,11,2,2,"2,4,12,14,16,17,18,19,22,25"
109.63502799117629,109.63502799117629,111.80576900726152,0.019799703214012383,0.14031291007995605,0.14,0.04,240.04,0.14,240.21999999999997,24.0,10,10,10,2,2,"4,7,8,10,14,18,19,22,24,25"
107.96344462024582,107.96344462024582,110.74834095587187,0.025794808098442302,0.43739795684814453,0.44,0.01,240.03,0.44,240.48,24.0,10,11,11,2,2,"2,4,8,10,12,16,18,19,22,24"
101.60828475947942,101.60828475947942,104.55074621775185,0.028958873434756213,0.7807779312133789,0.78,0.03,264.02,0.78,264.8299999999999,24.0,11,12,12,2,2,"7,8,9,10,12,15,16,17,18,22,25"
102.63528820436336,102.63528820436336,105.70978014225625,0.02995550547654798,2.9271841049194336,2.93,0.04,264.01,2.93,266.98,24.0,11,11,11,2,2,"2,7,9,10,12,16,17,18,19,22,24"
108.34953595709223,108.34953595709223,111.5577825831082,0.029610155665885672,0.17310500144958496,0.17,0.02,264.03,0.17,264.21999999999997,24.0,11,11,11,2,2,"2,4,6,9,10,14,15,16,17,24,25"
106.01254714130019,106.01254714130019,109.1829534625039,0.029905953650731523,0.38042593002319336,0.38,0.03,264.01,0.38,264.41999999999996,24.0,11,11,11,2,2,"2,6,8,9,12,14,16,17,19,24,25"
101.70616482927409,101.70616482927409,104.6452732077939,0.028898035664342105,2.6231868267059326,2.62,0.02,264.03,2.62,266.66999999999996,24.0,11,12,12,2,2,"2,4,6,7,8,10,14,16,17,19,24"
100.95431325570222,100.95431325570222,103.88482308616747,0.02902807949416396,1.2447800636291504,1.24,0.05,264.02,1.24,265.31,24.0,11,12,12,2,2,"2,6,7,8,10,14,16,18,19,22,25"
103.08170717985286,103.08170717985286,105.72835546447801,0.025675246918518642,0.7222139835357666,0.72,0.04,264.03,0.72,264.79,24.0,11,12,12,2,2,"2,4,7,9,10,12,15,17,19,22,25"
103.42961604869055,103.42961604869055,106.477602202379,0.029469181750163175,2.4805750846862793,2.48,0.04,264.03,2.48,266.55,24.0,11,11,11,2,2,"7,8,9,10,12,15,17,18,19,24,25"
101.68336047578099,101.68336047578099,104.56691803935172,0.02835820482405812,0.6037280559539795,0.6,0.04,264.01,0.6,264.65000000000003,24.0,11,12,12,2,2,"2,7,10,12,14,16,17,18,19,22,25"
106.43920461586404,106.43920461586404,109.60493198771937,0.02974211789049291,0.1972489356994629,0.2,0.01,264.01,0.2,264.21999999999997,24.0,11,12,12,2,2,"4,7,8,9,10,12,14,18,19,24,25"
104.30429041590023,104.30429041590023,107.40352545474923,0.029713399386460452,0.6964449882507324,0.7,0.04,264.03,0.7,264.77,24.0,11,11,11,2,2,"2,6,7,8,10,12,16,17,22,24,25"
103.68392069028059,103.68392069028059,106.57265958294256,0.027861011364443602,0.8850719928741455,0.89,0.04,264.02,0.89,264.95,24.0,11,12,12,2,2,"4,6,8,15,16,17,18,19,22,24,25"
103.40750180550143,103.40750180550143,106.4458512811248,0.029382292605213415,0.6257419586181641,0.63,0.02,264.02,0.63,264.66999999999996,24.0,11,12,12,2,2,"7,8,9,10,15,17,18,19,22,24,25"
105.61809019518466,105.61809019518466,108.75764561649804,0.029725546215723122,0.3210728168487549,0.32,0.03,264.01,0.32,264.35999999999996,24.0,11,11,11,2,2,"2,4,7,9,12,14,15,16,17,19,22"
104.0215732045004,104.0215732045004,106.39742300198863,0.022839971789481068,0.805365800857544,0.81,0.02,264.02,0.81,264.84999999999997,24.0,11,13,13,2,2,"2,4,6,10,12,14,15,16,18,22,25"
105.27054340113656,105.27054340113656,108.33938343849114,0.029151934987745518,0.4969370365142822,0.5,0.02,264.01,0.5,264.53,24.0,11,11,11,2,2,"4,6,7,10,14,17,18,19,22,24,25"
104.00723101973624,104.00723101973624,107.07659146823691,0.029511029362162693,0.5683379173278809,0.57,0.01,264.02,0.57,264.59999999999997,24.0,11,12,12,2,2,"2,6,7,10,12,15,18,19,22,24,25"
101.34704596134418,101.34704596134418,103.81877229382195,0.024388735843573955,0.9695560932159424,0.97,0.01,264.01,0.97,264.99,24.0,11,12,12,2,2,"2,6,8,9,10,12,14,16,18,19,22"
104.48651074810155,104.48651074810155,107.21597542287434,0.02612265119421052,0.48874783515930176,0.49,0.03,264.01,0.49,264.53,24.0,11,11,11,2,2,"6,7,8,9,12,16,17,18,19,24,25"
103.78611136003099,103.78611136003099,106.89306896136947,0.02993615967131222,0.4381890296936035,0.44,0.03,264.02,0.44,264.48999999999995,24.0,11,12,12,2,2,"2,4,6,8,12,14,15,16,17,18,25"
96.97520034947055,96.97520034947055,99.87782778657775,0.029931646716345725,2.4895620346069336,2.49,0.04,288.02,2.49,290.55,24.0,12,14,14,2,2,"2,6,8,9,12,14,15,16,17,18,22,25"
101.03190032313086,101.03190032313086,104.01573517161735,0.029533591261208397,1.3536491394042969,1.35,0.04,288.01,1.35,289.40000000000003,24.0,12,12,12,2,2,"2,6,7,8,9,10,12,15,16,17,18,24"
100.92731033667846,100.92731033667846,103.9519212838797,0.029968211152279677,0.7488839626312256,0.75,0.03,288.01,0.75,288.78999999999996,24.0,12,12,12,2,2,"2,6,9,10,12,14,15,16,17,22,24,25"
100.01243642352516,100.01243642352516,102.50205664917483,0.02489310644435075,1.5112190246582031,1.51,0.04,288.01,1.51,289.56,24.0,12,13,13,2,2,"2,7,8,10,12,14,15,17,18,22,24,25"
101.95194559593486,101.95194559593486,104.95679727062887,0.029473215612805553,1.9654769897460938,1.97,0.01,288.02,1.97,290.0,24.0,12,13,13,2,2,"2,4,6,8,9,12,14,15,16,22,24,25"
99.95913914712874,99.95913914712874,102.86358318451157,0.029056313031145777,0.8938558101654053,0.89,0.06,288.02,0.89,288.96999999999997,24.0,12,13,13,2,2,"2,4,7,8,9,10,12,17,18,22,24,25"
104.38579872388252,104.38579872388252,107.44674334557155,0.029323381715799582,0.5936281681060791,0.59,0.03,288.03,0.59,288.6499999999999,24.0,12,12,12,2,2,"2,6,9,10,14,15,16,17,18,22,24,25"
100.9737344622239,100.9737344622239,103.956887875313,0.029543855429108153,1.2527811527252197,1.25,0.04,288.01,1.25,289.3,24.0,12,13,13,2,2,"2,4,6,7,8,9,10,15,16,17,19,22"
101.62452814066933,101.62452814066933,104.66471721084369,0.029915898511884007,1.1486029624938965,1.15,0.03,288.1,1.15,289.28,24.0,12,12,12,2,2,"4,6,7,8,9,12,14,16,17,18,19,24"
103.39942202235511,103.39942202235511,106.22388444723228,0.027316036875588295,0.587824821472168,0.59,0.03,288.03,0.59,288.6499999999999,24.0,12,12,12,2,2,"2,4,6,7,8,12,14,17,18,19,22,24"
104.16898644444572,104.16898644444572,107.28899483692463,0.02995141355381083,0.6785190105438232,0.68,0.03,288.01,0.68,288.71999999999997,24.0,12,12,12,2,2,"2,4,6,8,9,10,12,14,15,16,17,19"
103.29065160532892,103.29065160532892,105.93037496175903,0.025556265890512818,0.8112730979919434,0.81,0.03,288.01,0.81,288.84999999999997,24.0,12,12,12,2,2,"2,6,7,12,14,16,17,18,19,22,24,25"
99.070332111416,99.070332111416,102.01719368369544,0.02974514680101567,4.044497013092041,4.04,0.05,288.02,4.04,292.11,24.0,12,13,13,2,2,"2,4,6,7,8,10,12,15,17,18,22,24"
100.01243642352583,100.01243642352583,102.61333809074944,0.02600578248298531,0.6714169979095459,0.67,0.03,288.03,0.67,288.72999999999996,24.0,12,13,13,2,2,"2,7,8,10,12,14,15,17,18,19,22,25"
99.45502174284093,99.45502174284093,102.34663996619273,0.02907463265986311,1.8155829906463623,1.82,0.04,288.03,1.82,289.89,24.0,12,12,12,2,2,"6,7,8,9,10,12,15,17,18,19,24,25"
99.21698436840907,99.21698436840907,101.45831998709536,0.02259024130751488,1.5480899810791016,1.55,0.01,288.01,1.55,289.57,24.0,12,13,13,2,2,"2,4,6,7,8,9,10,12,15,19,22,25"
103.23443319484412,103.23443319484412,106.04649010807373,0.027239524896912545,1.0152878761291504,1.02,0.02,288.02,1.02,289.05999999999995,24.0,12,12,12,2,2,"2,6,7,9,10,14,15,16,17,18,24,25"
102.01748558851193,102.01748558851193,104.81530397082886,0.0274248906074979,0.9718809127807617,0.97,0.04,288.01,0.97,289.02000000000004,24.0,12,12,12,2,2,"6,8,12,14,15,16,17,18,19,22,24,25"
100.94387742143664,100.94387742143664,101.92940748620163,0.009763148493399341,0.8240411281585693,0.82,0.04,288.03,0.82,288.89,24.0,12,12,12,2,2,"2,6,7,8,12,14,15,16,17,18,19,24"
99.93672224915841,99.93672224915841,102.33703947481646,0.02401837054124787,1.832902193069458,1.83,0.03,288.01,1.83,289.86999999999995,24.0,12,13,13,2,2,"2,4,6,7,10,12,16,17,18,19,22,25"
95.30655277952991,95.30655277952991,97.98501336558435,0.028103635143015327,1.3751070499420166,1.38,0.01,312.02,1.38,313.40999999999997,24.0,13,14,14,2,2,"2,6,7,8,10,12,14,15,16,18,19,22,24"
100.17667168929512,100.17667168929512,103.11274205010375,0.02930892303863971,1.6443250179290771,1.64,0.03,312.02,1.64,313.68999999999994,24.0,13,13,13,2,2,"2,6,7,9,12,14,16,17,18,19,22,24,25"
99.38843039870522,99.38843039870522,102.29951819411228,0.029290006731457346,1.9515788555145264,1.95,0.03,312.02,1.95,313.99999999999994,24.0,13,13,13,2,2,"2,4,6,7,10,12,14,15,16,17,18,19,22"
99.2739359610515,99.2739359610515,102.24754463663595,0.029953568847628752,1.3268568515777588,1.33,0.03,312.02,1.33,313.37999999999994,24.0,13,13,13,2,2,"4,6,7,8,9,10,12,14,15,16,17,19,22"
98.8618538205323,98.8618538205323,101.81440799494277,0.029865454270869226,2.185051918029785,2.19,0.03,312.01,2.19,314.22999999999996,24.0,13,13,13,2,2,"2,6,8,9,10,12,14,15,16,17,18,19,22"
95.409972297174,95.409972297174,98.19951371976981,0.029237419898909697,2.713150978088379,2.71,0.05,312.05,2.71,314.81,24.0,13,14,14,2,2,"2,4,6,7,8,10,12,14,15,17,18,22,24"
100.02442273983665,100.02442273983665,102.69781923236599,0.02672743735280367,1.0414049625396729,1.04,0.05,312.01,1.04,313.1,24.0,13,13,13,2,2,"4,6,8,9,10,12,14,15,17,19,22,24,25"
98.76874569585888,98.76874569585888,101.71779080789297,0.029858080015667657,0.9429998397827148,0.94,0.04,312.02,0.94,313.0,24.0,13,14,14,2,2,"4,6,8,9,10,12,14,15,16,17,18,19,25"
98.17742003531724,98.17742003531724,100.88683407336696,0.027597119959712334,2.2377140522003174,2.24,0.04,312.03,2.24,314.31,24.0,13,13,13,2,2,"2,6,7,8,9,12,14,16,17,18,19,22,24"
98.0991280225798,98.0991280225798,100.76048413500015,0.027129253501700614,1.8770520687103271,1.88,0.01,312.03,1.88,313.91999999999996,24.0,13,13,13,2,2,"4,6,7,8,9,10,12,14,15,16,19,22,25"
97.48588702009032,97.48588702009032,100.2584781160404,0.0284409485383119,1.5920970439910889,1.59,0.04,312.02,1.59,313.65,24.0,13,13,13,2,2,"2,6,9,10,12,14,16,17,18,19,22,24,25"
100.10215711758062,100.10215711758062,102.89736001975798,0.027923503175801723,1.1366817951202393,1.14,0.03,312.01,1.14,313.17999999999995,24.0,13,14,14,2,2,"2,4,6,8,9,10,14,15,16,17,19,22,25"
98.26832537784468,98.26832537784468,101.12542809158676,0.029074502926110055,2.7095651626586914,2.71,0.04,312.02,2.71,314.77,24.0,13,13,13,2,2,"4,6,7,9,10,12,15,16,17,18,19,24,25"
100.61300384916828,100.61300384916828,103.56063553139782,0.029296726759578885,0.876474142074585,0.88,0.02,312.01,0.88,312.90999999999997,24.0,13,13,13,2,2,"2,4,6,7,10,14,15,16,17,18,19,24,25"
98.44222260890756,98.44222260890756,101.36094632855567,0.029649104238977354,1.7258939743041992,1.73,0.04,312.01,1.73,313.78000000000003,24.0,13,13,13,2,2,"4,6,8,9,10,12,14,15,17,18,19,22,24"
97.69593657023589,97.69593657023589,99.94347624972535,0.023005457119228852,0.8151390552520752,0.82,0.03,312.02,0.82,312.86999999999995,24.0,13,13,13,2,2,"6,7,8,9,10,14,16,17,18,19,22,24,25"
94.98885059773339,94.98885059773339,96.92927393067323,0.02042790623035653,1.056001901626587,1.06,0.04,312.01,1.06,313.11,24.0,13,14,14,2,2,"4,6,8,9,10,12,14,16,17,18,22,24,25"
101.14199321507566,101.14199321507566,104.00523447526481,0.02830912432287697,0.6865711212158203,0.69,0.03,312.02,0.69,312.73999999999995,24.0,13,13,13,2,2,"4,6,7,9,10,14,15,16,17,18,19,24,25"
100.20649718569322,100.20649718569322,103.08550083616282,0.0287307084004194,0.8391399383544922,0.84,0.01,312.02,0.84,312.86999999999995,24.0,13,13,13,2,2,"2,4,6,7,8,9,10,12,14,16,19,24,25"
99.91995093028424,99.91995093028424,102.51849420921714,0.026006250550962933,0.7825300693511963,0.78,0.01,312.01,0.78,312.79999999999995,24.0,13,14,14,2,2,"6,8,9,10,12,14,15,16,18,19,22,24,25"
94.94147226544997,94.94147226544997,97.75045614718682,0.029586479066630863,1.7520349025726318,1.75,0.03,336.03,1.75,337.80999999999995,24.0,14,14,14,2,2,"2,6,7,8,9,10,12,14,15,16,17,18,19,22"
93.15318106768142,93.15318106768142,95.7894486734526,0.02830034976321177,2.123427152633667,2.12,0.04,336.02,2.12,338.18,24.0,14,15,15,2,2,"2,6,7,8,9,10,12,14,17,18,19,22,24,25"
93.92958850898079,93.92958850898079,96.56820899198289,0.02809147282434668,0.6619369983673096,0.66,0.04,336.04,0.66,336.74000000000007,24.0,14,14,14,2,2,"2,6,7,8,9,10,12,15,16,17,18,19,24,25"
97.9975389334955,97.9975389334955,100.88712923680376,0.0294863558284788,0.7365410327911377,0.74,0.04,336.02,0.74,336.8,24.0,14,14,14,2,2,"2,4,6,8,9,12,14,15,16,17,18,19,24,25"
96.72666794728582,96.72666794728582,99.5196671406728,0.028875172200794788,0.6854469776153564,0.69,0.04,336.02,0.69,336.75,24.0,14,14,14,2,2,"4,7,8,10,12,14,15,16,17,18,19,22,24,25"
92.62350867841403,92.62350867841403,94.09926350730588,0.015932832279282647,1.4300780296325684,1.43,0.01,336.01,1.43,337.45,24.0,14,16,16,2,2,"2,4,6,7,8,9,10,12,15,16,18,19,22,24"
96.44312562196501,96.44312562196501,99.20498346045443,0.028637166419878075,0.8825628757476807,0.88,0.04,336.02,0.88,336.94,24.0,14,14,14,2,2,"2,4,7,8,9,10,12,15,16,17,18,22,24,25"
97.1972841547753,97.1972841547753,99.88992003097003,0.02770278922512918,1.4771230220794678,1.48,0.01,336.03,1.48,337.52,24.0,14,15,15,2,2,"2,4,6,7,8,9,10,12,14,15,16,18,22,25"
98.24025294537827,98.24025294537827,100.87428460064287,0.026812142439506123,0.6384189128875732,0.64,0.04,336.01,0.64,336.69,24.0,14,14,14,2,2,"4,6,7,8,9,10,12,14,15,17,18,19,24,25"
95.87139663371951,95.87139663371951,98.64653634220063,0.0289464825372645,1.3025801181793213,1.3,0.02,336.05,1.3,337.37,24.0,14,15,15,2,2,"2,4,6,7,9,10,12,14,16,18,19,22,24,25"
101.02829081965764,101.02829081965764,103.88486630653416,0.028275005582106737,0.27636194229125977,0.28,0.01,336.01,0.28,336.29999999999995,24.0,14,14,14,2,2,"2,4,7,8,9,10,12,14,15,18,19,22,24,25"
100.53628245526264,100.53628245526264,103.20393470872078,0.026534224145847198,0.5680749416351318,0.57,0.01,336.01,0.57,336.59,24.0,14,14,14,2,2,"2,4,8,9,10,12,14,15,16,18,19,22,24,25"
98.14625746250712,98.14625746250712,100.86583666337263,0.027709453943309224,1.0053880214691162,1.01,0.03,336.03,1.01,337.06999999999994,24.0,14,14,14,2,2,"4,6,7,8,9,10,14,15,17,18,19,22,24,25"
96.86488978916992,96.86488978916992,98.59848866800294,0.017897082034638807,0.9668309688568115,0.97,0.05,336.02,0.97,337.04,24.0,14,15,15,2,2,"2,4,6,7,8,9,10,15,16,18,19,22,24,25"
98.01212764368674,98.01212764368674,100.91357667765465,0.029602959385963277,1.0754060745239258,1.08,0.03,336.02,1.08,337.12999999999994,24.0,14,14,14,2,2,"2,4,6,7,8,9,10,14,15,17,18,22,24,25"
92.86203299638854,92.86203299638854,95.54507917037118,0.028892821828346054,1.1630501747131348,1.16,0.04,336.02,1.16,337.22,24.0,14,15,15,2,2,"4,6,7,8,10,12,14,15,16,17,18,22,24,25"
92.92206079491451,92.92206079491451,95.66242594042698,0.02949100700167044,1.400141954421997,1.4,0.04,336.03,1.4,337.46999999999997,24.0,14,15,15,2,2,"4,6,7,8,9,12,14,15,16,17,18,19,22,25"
93.30019462168332,93.30019462168332,96.02287856208918,0.02918197492991184,3.7922210693359375,3.79,0.04,336.01,3.79,339.84000000000003,24.0,14,14,14,2,2,"6,7,8,9,10,12,14,16,17,18,19,22,24,25"
97.96566996197075,97.96566996197075,100.87847862764933,0.02973295305191405,1.001349925994873,1.0,0.04,336.01,1.0,337.05,24.0,14,14,14,2,2,"2,4,6,7,8,9,10,12,14,15,17,18,19,24"
96.13739957270352,96.13739957270352,97.80093786388595,0.01730375793995124,0.6563761234283447,0.66,0.04,336.02,0.66,336.72,24.0,14,14,14,2,2,"2,4,7,8,9,10,12,14,17,18,19,22,24,25"
95.89417657030833,95.89417657030833,98.64967115499522,0.028734743685572963,1.212263822555542,1.21,0.04,360.01,1.21,361.26,24.0,15,15,15,2,2,"2,4,7,8,9,10,12,14,15,16,17,19,22,24,25"
97.49181900425116,97.49181900425116,99.3712365398594,0.019277694834335668,0.8091840744018555,0.81,0.03,360.01,0.81,360.84999999999997,24.0,15,15,15,2,2,"2,4,7,8,9,10,14,15,16,17,18,19,22,24,25"
94.85451915423297,94.85451915423297,97.29033451144194,0.02567948663835766,0.7440791130065918,0.74,0.02,360.03,0.74,360.78999999999996,24.0,15,15,15,2,2,"2,4,6,7,8,9,14,15,16,17,18,19,22,24,25"
90.96022781812158,90.96022781812158,93.21346030899397,0.02477162321292572,1.8177039623260498,1.82,0.03,360.02,1.82,361.86999999999995,24.0,15,16,16,2,2,"2,4,6,7,9,10,12,14,15,16,17,18,19,22,25"
94.63437670893794,94.63437670893794,97.11427697722996,0.026205067910145683,0.816972017288208,0.82,0.01,360.01,0.82,360.84,24.0,15,15,15,2,2,"2,4,6,7,8,9,10,12,14,15,16,19,22,24,25"
96.10065758935454,96.10065758935454,98.88144567688789,0.028936202491099204,0.5940330028533936,0.59,0.02,360.03,0.59,360.63999999999993,24.0,15,15,15,2,2,"2,4,6,7,8,9,10,14,15,16,17,19,22,24,25"
92.92206079491416,92.92206079491416,95.53857807215522,0.02815819252024452,1.797818899154663,1.8,0.04,360.02,1.8,361.86,24.0,15,15,15,2,2,"4,6,7,8,9,12,14,15,16,17,18,19,22,24,25"
92.13663821257583,92.13663821257583,94.78639876075803,0.02875903223285318,1.2976341247558594,1.3,0.04,360.04,1.3,361.38000000000005,24.0,15,15,15,2,2,"2,4,6,7,8,9,10,12,15,16,17,18,22,24,25"
93.64869372739865,93.64869372739865,96.10784674337971,0.02625934135439615,1.3194091320037842,1.32,0.03,360.02,1.32,361.36999999999995,24.0,15,15,15,2,2,"2,4,6,7,8,9,10,14,15,16,17,18,19,22,24"
93.07894994205049,93.07894994205049,95.75365392089729,0.028735863269966373,1.446702003479004,1.45,0.05,360.02,1.45,361.52,24.0,15,15,15,2,2,"2,6,7,8,9,10,12,14,15,16,17,19,22,24,25"
94.11127598616108,94.11127598616108,96.87420971580936,0.029358158208954335,0.8707089424133301,0.87,0.04,360.01,0.87,360.92,24.0,15,15,15,2,2,"2,4,6,7,8,9,12,14,15,16,17,18,19,24,25"
91.95740725627144,91.95740725627144,94.56822593765315,0.0283916082377764,1.2499208450317383,1.25,0.04,360.02,1.25,361.31,24.0,15,15,15,2,2,"2,4,6,7,9,10,12,14,15,16,17,18,19,22,24"
94.34878322644306,94.34878322644306,97.1739011874174,0.02994334282185576,1.3207249641418457,1.32,0.04,360.01,1.32,361.37,24.0,15,15,15,2,2,"2,4,6,7,9,10,12,14,15,16,17,19,22,24,25"
