total_value,model_obj_value,model_obj_bound,gap,gurobi_time,python_time,clustering_python_time,run_time_original_mip,run_time_callback_mip,run_time_total,operation_time,number_of_initial_fires,number_of_jobs_arrived,number_of_job_processed,number_of_vehicles,number_of_vehicles_used,initial_fire_node_IDs
119.83622858529469,119.83622858529469,122.0,0.01805607069122024,0.013843774795532227,0.01,0.03,54.1,0.01,54.14,24.0,3,3,3,2,2,"9,22,24"
120.14768418703883,120.14768418703883,122.0,0.015416991392672953,0.013620853424072266,0.01,0.03,54.08,0.01,54.12,24.0,3,3,3,2,2,"6,10,24"
119.84073305354715,119.84073305354715,122.0,0.018017804893500137,0.013859033584594727,0.01,0.03,54.09,0.01,54.13,24.0,3,3,3,2,2,"4,10,18"
119.94896507915217,119.94896507915217,122.0,0.017099229822403094,0.013527870178222656,0.01,0.01,54.08,0.01,54.099999999999994,24.0,3,3,3,2,2,"4,9,17"
120.16432766449655,120.16432766449655,122.0,0.01527635007145144,0.013868093490600586,0.01,0.04,54.06,0.01,54.11,24.0,3,3,3,2,2,"6,8,22"
120.17868032880443,120.17868032880443,122.0,0.01515509794426519,0.013491153717041016,0.01,0.03,54.12,0.01,54.16,24.0,3,3,3,2,2,"4,6,22"
120.25930898461024,120.25930898461024,122.0,0.014474480438038404,0.013528108596801758,0.01,0.02,54.08,0.01,54.11,24.0,3,3,3,2,2,"2,7,17"
119.59723835407596,119.59723835407596,122.0,0.020090444219209323,0.013794898986816406,0.01,0.02,54.12,0.01,54.15,24.0,3,3,3,2,2,"7,14,19"
120.24621604770736,120.24621604770736,122.0,0.014584940881606013,0.013756990432739258,0.01,0.03,54.08,0.01,54.12,24.0,3,3,3,2,2,"4,8,16"
120.90446545353058,120.90446545353058,122.0,0.009061158678961201,0.013055801391601562,0.01,0.02,54.08,0.01,54.11,24.0,3,3,3,2,2,"2,4,9"
119.5638018213275,119.5638018213275,122.0,0.020375716910650588,0.014043807983398438,0.01,0.04,54.13,0.01,54.18,24.0,3,3,3,2,2,"9,12,19"
120.24700787795145,120.24700787795145,122.0,0.014578259808575102,0.013611078262329102,0.01,0.02,54.08,0.01,54.11,24.0,3,3,3,2,2,"6,14,15"
120.7768947051747,120.7768947051747,122.0,0.010126980808796189,0.013330936431884766,0.01,0.03,54.07,0.01,54.11,24.0,3,3,3,2,2,"2,4,12"
119.95123850399811,119.95123850399811,122.0,0.01707995283378087,0.014276981353759766,0.01,0.02,54.08,0.01,54.11,24.0,3,3,3,2,2,"7,14,17"
120.46449588673178,120.46449588673178,122.0,0.012746528360621656,0.013382911682128906,0.01,0.01,0.15,0.01,0.17,24.0,3,3,3,2,2,"2,18,25"
119.88124207141438,119.88124207141438,122.0,0.017673806944071026,0.014030933380126953,0.01,0.04,54.07,0.01,54.12,24.0,3,3,3,2,2,"8,9,18"
119.58433143634315,119.58433143634315,122.0,0.020200544123481212,0.013603925704956055,0.01,0.03,54.1,0.01,54.14,24.0,3,3,3,2,2,"4,17,19"
119.5072177233565,119.5072177233565,122.0,0.02085884287268706,0.013270854949951172,0.01,0.02,54.1,0.01,54.13,24.0,3,3,3,2,2,"8,10,25"
120.34724635011953,120.34724635011953,122.0,0.013733207032192515,0.013659954071044922,0.01,0.02,54.08,0.01,54.11,24.0,3,3,3,2,2,"4,6,14"
118.89962752513674,118.89962752513674,122.0,0.02607554404834287,0.014918088912963867,0.02,0.03,72.34,0.02,72.39,24.0,4,4,4,2,2,"7,16,18,24"
117.98348319849174,117.98348319849174,119.1813338815293,0.010152698077427764,0.035748958587646484,0.04,0.01,72.48,0.04,72.53000000000002,24.0,4,4,4,2,2,"9,10,14,18"
118.37237735107922,118.37237735107922,119.35709883645809,0.008318845218917048,0.03497719764709473,0.04,0.03,72.44,0.04,72.51,24.0,4,4,4,2,2,"10,15,16,19"
117.71644116452593,117.71644116452593,118.99632124498282,0.01087256858766289,0.034436941146850586,0.03,0.01,72.62,0.03,72.66000000000001,24.0,4,4,4,2,2,"10,14,19,24"
119.13718722320732,119.13718722320732,122.0,0.02402954814963953,0.014199972152709961,0.01,0.03,72.1,0.01,72.14,24.0,4,4,4,2,2,"6,10,15,18"
118.06404300052843,118.06404300052843,119.4636015154875,0.011854231647418716,0.036013126373291016,0.04,0.01,73.11,0.04,73.16000000000001,24.0,4,4,4,2,2,"9,18,22,24"
117.91363310738757,117.91363310738757,119.32870701527823,0.012000935520338915,0.035553932189941406,0.04,0.01,72.3,0.04,72.35000000000001,24.0,4,4,4,2,2,"9,10,22,24"
119.34377123789535,119.34377123789535,122.0,0.02225695345934578,0.013712882995605469,0.01,0.03,72.28,0.01,72.32000000000001,24.0,4,4,4,2,2,"4,6,16,22"
118.65552659311301,118.65552659311301,122.0,0.028186410721143015,0.014251947402954102,0.01,0.0,72.26,0.01,72.27000000000001,24.0,4,4,4,2,2,"9,10,15,16"
118.93316726369734,118.93316726369734,122.0,0.025786185694549858,0.014479875564575195,0.01,0.04,72.17,0.01,72.22000000000001,24.0,4,4,4,2,2,"7,8,10,22"
118.99779832380209,118.99779832380209,122.0,0.02522905228909104,0.014224052429199219,0.01,0.02,72.57,0.01,72.6,24.0,4,4,4,2,2,"2,17,24,25"
118.57419238512176,118.57419238512176,122.0,0.02889167993446182,0.014070987701416016,0.01,0.01,72.58,0.01,72.60000000000001,24.0,4,4,4,2,2,"2,10,14,18"
119.2623701601151,119.2623701601151,122.0,0.022954682488780926,0.014442920684814453,0.01,0.03,72.57,0.01,72.61,24.0,4,4,4,2,2,"2,6,16,22"
119.08445127175776,119.08445127175776,122.0,0.02448303449447643,0.014076948165893555,0.01,0.01,72.35,0.01,72.37,24.0,4,4,4,2,2,"2,9,17,25"
117.91102302499255,117.91102302499255,118.88601848628305,0.00826890850640693,0.036023855209350586,0.04,0.03,72.25,0.04,72.32000000000001,24.0,4,4,4,2,2,"10,17,19,25"
118.29205381358616,118.29205381358616,119.4203900895761,0.009538563577297066,0.03663897514343262,0.04,0.02,72.39,0.04,72.45,24.0,4,4,4,2,2,"7,8,10,17"
119.76936009061698,119.76936009061698,122.0,0.018624462113643443,0.014260053634643555,0.01,0.03,72.13,0.01,72.17,24.0,4,4,4,2,2,"2,6,15,19"
117.98782689814522,117.98782689814522,119.57629265943073,0.013462963112769137,0.03468203544616699,0.03,0.01,73.61,0.03,73.65,24.0,4,4,4,2,2,"4,10,14,25"
118.97477034250912,118.97477034250912,122.0,0.025427488943931018,0.014573097229003906,0.01,0.02,72.36,0.01,72.39,24.0,4,4,4,2,2,"6,7,15,17"
120.06165974903271,120.06165974903271,122.0,0.016144539855762762,0.013993978500366211,0.01,0.02,72.17,0.01,72.2,24.0,4,4,4,2,2,"2,4,6,14"
118.07277205127099,118.07277205127099,119.49559215340314,0.012050365866859765,0.03538703918457031,0.04,0.01,90.23,0.04,90.28000000000002,24.0,5,5,5,2,2,"2,6,12,19,22"
118.13480020140767,118.13480020140767,119.3830860344862,0.010566622459684424,0.034761905670166016,0.03,0.03,90.52,0.03,90.58,24.0,5,5,5,2,2,"2,6,10,19,24"
117.08578181741711,117.08578181741711,119.14791278346264,0.01761213816090159,0.034700870513916016,0.03,0.03,92.73,0.03,92.79,24.0,5,5,5,2,2,"2,16,17,18,22"
118.2258841818958,118.2258841818958,119.2434875540983,0.008607280708824076,0.035266876220703125,0.04,0.03,90.36,0.04,90.43,24.0,5,5,5,2,2,"7,9,10,15,24"
117.77468444205022,117.77468444205022,118.67985592348641,0.00768562009505174,0.03331303596496582,0.03,0.03,90.21,0.03,90.27,24.0,5,5,5,2,2,"12,14,19,24,25"
117.5130384273662,117.5130384273662,118.87191032294265,0.011563584039369072,0.03485417366027832,0.04,0.03,90.3,0.04,90.37,24.0,5,5,5,2,2,"6,10,18,22,25"
117.34282558674748,117.34282558674748,119.3916642694619,0.017460280783845476,0.03531503677368164,0.04,0.01,95.13,0.04,95.18,24.0,5,6,6,2,2,"6,12,15,22,25"
117.73145068309961,117.73145068309961,118.81068474279286,0.009166913797726384,0.03394198417663574,0.03,0.01,90.41,0.03,90.45,24.0,5,5,5,2,2,"16,17,22,24,25"
118.34870378262781,118.34870378262781,119.73460250782044,0.011710299149014135,0.03537702560424805,0.04,0.04,90.7,0.04,90.78000000000002,24.0,5,5,5,2,2,"2,6,7,10,22"
117.48941783856316,117.48941783856316,119.63186280000019,0.018235216420774778,0.035772085189819336,0.04,0.04,92.22,0.04,92.30000000000001,24.0,5,6,6,2,2,"6,7,14,16,25"
118.08382044116675,118.08382044116675,119.61882508213318,0.012999279962585765,0.0358281135559082,0.04,0.03,90.28,0.04,90.35000000000001,24.0,5,5,5,2,2,"2,9,16,18,24"
117.353737171386,117.353737171386,119.59947908709145,0.019136518101896663,0.035552978515625,0.04,0.04,93.01,0.04,93.09000000000002,24.0,5,6,6,2,2,"7,8,15,16,25"
117.32395279877616,117.32395279877616,118.86530491502677,0.013137574037368142,0.035321950912475586,0.04,0.03,91.49,0.04,91.56,24.0,5,5,5,2,2,"9,12,14,22,25"
118.19129243720386,118.19129243720386,119.54057950487683,0.011416129224493116,0.03530621528625488,0.04,0.04,90.52,0.04,90.60000000000001,24.0,5,5,5,2,2,"2,6,8,10,18"
118.21783304219369,118.21783304219369,120.0456399677682,0.015461346892749552,0.03571486473083496,0.04,0.03,91.38,0.04,91.45,24.0,5,5,5,2,2,"2,7,15,16,24"
118.03642615961371,118.03642615961371,119.39499935420946,0.01150977913172863,0.03512692451477051,0.04,0.01,90.68,0.04,90.73000000000002,24.0,5,5,5,2,2,"4,8,12,16,22"
115.51008850860455,115.51008850860455,118.8721197242279,0.02910595307329284,0.03728199005126953,0.04,0.02,94.64,0.04,94.7,24.0,5,6,6,2,2,"6,10,15,17,22"
118.5081135399459,118.5081135399459,122.0,0.029465378831442485,0.01482391357421875,0.01,0.01,90.19,0.01,90.21000000000001,24.0,5,5,5,2,2,"7,8,12,24,25"
116.36876389811297,116.36876389811297,118.78927127498022,0.020800318709121392,0.03637409210205078,0.04,0.03,96.83,0.04,96.9,24.0,5,5,5,2,2,"8,9,12,14,17"
113.22052329530058,113.22052329530058,116.33725344566581,0.027527961006117287,0.33715200424194336,0.34,0.04,99.51,0.34,99.89000000000001,24.0,5,7,7,2,2,"6,7,10,16,19"
116.56122194478634,116.56122194478634,117.99215275420391,0.012276216614264646,0.03472900390625,0.03,0.01,109.13,0.03,109.17,24.0,6,6,6,2,2,"8,12,14,18,19,24"
116.74962742338175,116.74962742338175,118.96431862259003,0.018969578302609067,0.03518819808959961,0.04,0.03,111.46,0.04,111.53,24.0,6,6,6,2,2,"2,4,9,12,14,19"
114.78734859913854,114.78734859913854,117.220008866575,0.021192755971146435,0.07819819450378418,0.08,0.04,116.57,0.08,116.69,24.0,6,6,6,2,2,"7,8,10,14,15,16"
117.79277715924495,117.79277715924495,119.57320942841172,0.015114952818879434,0.03471183776855469,0.03,0.04,108.69,0.03,108.76,24.0,6,6,6,2,2,"2,6,8,9,15,25"
117.92622190616291,117.92622190616291,119.3849099083273,0.012369496610559704,0.03431081771850586,0.03,0.04,108.6,0.03,108.67,24.0,6,6,6,2,2,"2,6,7,9,19,24"
113.46323218278533,113.46323218278533,116.72017018800771,0.028704787820388957,0.07852411270141602,0.08,0.03,121.61,0.08,121.72,24.0,6,7,7,2,2,"9,14,15,17,19,24"
115.60985381425206,115.60985381425206,118.84673051868475,0.0279982769430131,0.03576397895812988,0.04,0.02,112.66,0.04,112.72,24.0,6,6,6,2,2,"4,7,9,14,15,19"
116.44374660695863,116.44374660695863,118.65658484055614,0.0190034956627312,0.03829693794250488,0.04,0.01,112.25,0.04,112.30000000000001,24.0,6,6,6,2,2,"2,7,10,12,14,22"
114.81077050238943,114.81077050238943,117.17581996804884,0.020599543538558425,0.06814813613891602,0.07,0.03,118.12,0.07,118.22,24.0,6,7,7,2,2,"7,9,15,19,22,24"
116.29733751767776,116.29733751767776,118.71560724190377,0.020793852858913636,0.035176992416381836,0.04,0.02,115.76,0.04,115.82000000000001,24.0,6,6,6,2,2,"2,7,10,17,24,25"
117.63975896113251,117.63975896113251,119.13854384409505,0.012740462035949333,0.036041975021362305,0.04,0.04,109.38,0.04,109.46000000000001,24.0,6,6,6,2,2,"4,6,8,9,18,25"
116.7367596701356,116.7367596701356,118.82480161155439,0.01788675604256104,0.03430604934692383,0.03,0.01,109.28,0.03,109.32000000000001,24.0,6,6,6,2,2,"2,4,9,10,14,18"
115.09183755773878,115.09183755773878,118.44633029591537,0.0291462262603438,0.047879934310913086,0.05,0.03,114.23,0.05,114.31,24.0,6,7,7,2,2,"7,10,15,16,22,25"
113.56482473478309,113.56482473478309,116.64426322054703,0.02711612942612821,0.12542510032653809,0.13,0.01,116.61,0.13,116.75,24.0,6,7,7,2,2,"7,9,10,12,16,24"
117.53846601733758,117.53846601733758,119.04854677035436,0.012847545184008395,0.035264015197753906,0.04,0.01,109.05,0.04,109.10000000000001,24.0,6,6,6,2,2,"4,6,8,12,18,24"
117.0016615448002,117.0016615448002,119.09931633196969,0.01792841878887585,0.03474307060241699,0.03,0.02,113.42,0.03,113.47,24.0,6,6,6,2,2,"2,7,8,9,17,24"
115.66713879895816,115.66713879895816,118.9023461779738,0.027969978445120613,0.03541398048400879,0.04,0.02,116.15,0.04,116.21000000000001,24.0,6,7,7,2,2,"4,7,14,15,18,25"
117.20260376425327,117.20260376425327,118.85874150609826,0.014130554174173625,0.0354459285736084,0.04,0.03,109.12,0.04,109.19000000000001,24.0,6,6,6,2,2,"4,9,12,15,18,24"
117.18523842250914,117.18523842250914,118.90786451795601,0.014700026373936062,0.03354907035827637,0.03,0.03,109.32,0.03,109.38,24.0,6,6,6,2,2,"2,4,10,18,24,25"
116.5179384838058,116.5179384838058,118.90011083712425,0.020444683319294422,0.040680885314941406,0.04,0.03,113.16,0.04,113.23,24.0,6,6,6,2,2,"4,8,9,15,16,19"
112.23309138315709,112.23309138315709,115.54643395836003,0.029521975509802043,0.0818479061126709,0.08,0.03,140.74,0.08,140.85000000000002,24.0,7,7,7,2,2,"6,7,10,12,17,22,24"
111.80039608777082,111.80039608777082,114.73998743619788,0.026293210500965322,0.4305860996246338,0.43,0.03,168.02,0.43,168.48000000000002,24.0,7,8,8,2,2,"4,9,12,18,22,24,25"
109.62969273802496,109.62969273802496,112.90611462896682,0.02988626355791507,1.3801829814910889,1.38,0.02,168.01,1.38,169.41,24.0,7,9,9,2,2,"4,8,15,17,19,24,25"
113.05206432341558,113.05206432341558,115.691723879348,0.02334906108729669,0.07846784591674805,0.08,0.01,136.04,0.08,136.13,24.0,7,8,8,2,2,"6,9,10,12,14,18,22"
111.7368878094122,111.7368878094122,114.88345329413319,0.028160489757760577,0.0769507884979248,0.08,0.03,154.82,0.08,154.93,24.0,7,8,8,2,2,"14,16,17,18,19,22,25"
115.9039016505165,115.9039016505165,118.41167149470168,0.021636630074342293,0.0341188907623291,0.03,0.01,128.25,0.03,128.29,24.0,7,7,7,2,2,"2,4,9,18,19,24,25"
113.34839685416372,113.34839685416372,116.39101489750351,0.026843061991026464,0.07011198997497559,0.07,0.02,137.99,0.07,138.08,24.0,7,7,7,2,2,"6,9,10,14,17,22,24"
111.83746249039166,111.83746249039166,115.18479000619904,0.029930288485353996,0.24521899223327637,0.25,0.02,166.42,0.25,166.69,24.0,7,8,8,2,2,"4,8,9,14,16,22,24"
113.75352692880908,113.75352692880908,116.21859452296599,0.02167025199754581,0.06859588623046875,0.07,0.02,138.33,0.07,138.42000000000002,24.0,7,8,8,2,2,"6,15,16,17,18,22,25"
115.11736112769688,115.11736112769688,118.26911119966213,0.027378581658670003,0.034664154052734375,0.03,0.01,131.69,0.03,131.73,24.0,7,7,7,2,2,"4,6,12,16,19,22,25"
116.42439563123811,116.42439563123811,119.21224924838212,0.023945613821129367,0.035562992095947266,0.04,0.04,133.95,0.04,134.02999999999997,24.0,7,7,7,2,2,"2,6,7,8,9,16,24"
113.96338341641882,113.96338341641882,117.31067906701561,0.02937167667588345,0.035440921783447266,0.04,0.02,138.3,0.04,138.36,24.0,7,7,7,2,2,"7,10,14,16,17,18,22"
113.12995624769118,113.12995624769118,116.3421321395406,0.028393681023057657,0.12015199661254883,0.12,0.04,142.06,0.12,142.22,24.0,7,7,7,2,2,"2,6,7,8,10,16,24"
113.72328951774955,113.72328951774955,116.91236552260864,0.02804241785814109,0.07444286346435547,0.07,0.01,136.53,0.07,136.60999999999999,24.0,7,8,8,2,2,"2,6,12,14,15,18,19"
114.12127612933138,114.12127612933138,116.96102169263455,0.02488357701227369,0.07269406318664551,0.07,0.01,136.34,0.07,136.42,24.0,7,7,7,2,2,"6,7,12,14,15,16,19"
116.14265423951686,116.14265423951686,118.62369165918707,0.021361983122528443,0.03420710563659668,0.03,0.01,132.69,0.03,132.73,24.0,7,7,7,2,2,"2,7,12,15,22,24,25"
107.456849514897,107.456849514897,110.64274335555972,0.029648122525879995,2.6168689727783203,2.62,0.03,168.06,2.62,170.71,24.0,7,9,9,2,2,"9,10,12,14,16,19,25"
113.30631266059879,113.30631266059879,116.49715584993208,0.028161212861027813,0.0751340389251709,0.08,0.01,136.57,0.08,136.66,24.0,7,8,8,2,2,"7,8,12,14,15,18,19"
112.68575724578062,112.68575724578062,115.02378631493994,0.020748221659102915,0.07268810272216797,0.07,0.02,141.51,0.07,141.6,24.0,7,8,8,2,2,"2,6,9,10,14,17,19"
116.14287305212845,116.14287305212845,118.6469930866554,0.02156068615078106,0.03374600410461426,0.03,0.01,131.94,0.03,131.98,24.0,7,7,7,2,2,"2,6,8,12,14,24,25"
113.10188334839094,113.10188334839094,115.76292994717774,0.02352787168530076,0.07296419143676758,0.07,0.04,156.6,0.07,156.70999999999998,24.0,8,9,9,2,2,"2,6,7,9,14,18,19,25"
109.09248945578781,109.09248945578781,112.2330529956249,0.028788082071496527,0.33257079124450684,0.33,0.04,192.01,0.33,192.38,24.0,8,10,10,2,2,"6,8,9,10,14,16,18,24"
109.50663369397185,109.50663369397185,112.78356118634375,0.029924465594747672,0.6064870357513428,0.61,0.03,192.02,0.61,192.66000000000003,24.0,8,9,9,2,2,"2,6,7,9,12,14,17,18"
112.77742068319715,112.77742068319715,115.93056622762928,0.02795901453793336,0.07524394989013672,0.08,0.05,158.53,0.08,158.66000000000003,24.0,8,9,9,2,2,"2,4,6,8,9,10,14,16"
113.27838990258869,113.27838990258869,115.29372400381887,0.017790984696756586,0.07470393180847168,0.07,0.01,151.76,0.07,151.83999999999997,24.0,8,8,8,2,2,"6,8,10,12,18,22,24,25"
112.35233975172856,112.35233975172856,115.11777068633624,0.024613914945773363,0.07524609565734863,0.08,0.03,154.18,0.08,154.29000000000002,24.0,8,8,8,2,2,"2,9,12,14,17,19,24,25"
103.54780756657594,103.54780756657594,105.59156039422948,0.019737287304122844,1.2884180545806885,1.29,0.03,192.02,1.29,193.34,24.0,8,10,10,2,2,"2,10,12,15,16,18,22,24"
111.02638413732431,111.02638413732431,114.1382295317812,0.028027981084279657,0.2646610736846924,0.26,0.03,192.02,0.26,192.31,24.0,8,9,9,2,2,"2,7,9,10,14,22,24,25"
111.74377799622616,111.74377799622616,115.02612694742204,0.029373885598415493,0.10389089584350586,0.1,0.03,180.72,0.1,180.85,24.0,8,9,9,2,2,"2,8,9,10,14,16,18,24"
111.18912284705075,111.18912284705075,113.82032280516539,0.023664184865762945,0.1624748706817627,0.16,0.02,192.02,0.16,192.20000000000002,24.0,8,9,9,2,2,"6,7,9,14,15,17,18,25"
108.04944951520923,108.04944951520923,111.21273824708156,0.02927630585870831,2.375709056854248,2.38,0.03,192.01,2.38,194.42,24.0,8,9,9,2,2,"2,10,12,15,16,18,19,24"
113.33281727246839,113.33281727246839,115.64820875175678,0.02043001784489183,0.07150697708129883,0.07,0.02,157.06,0.07,157.15,24.0,8,8,8,2,2,"2,4,6,7,9,14,17,19"
108.15301686812074,108.15301686812074,111.09912316185456,0.027240167487202257,0.35439610481262207,0.35,0.03,192.03,0.35,192.41,24.0,8,9,9,2,2,"6,10,12,14,16,17,22,25"
111.78195651638933,111.78195651638933,114.18257762211915,0.021475926710746468,0.0754241943359375,0.08,0.03,177.37,0.08,177.48000000000002,24.0,8,8,8,2,2,"2,8,10,12,16,17,18,19"
111.8489256073868,111.8489256073868,114.87603885231368,0.02706430328667334,0.07606101036071777,0.08,0.02,164.49,0.08,164.59000000000003,24.0,8,8,8,2,2,"2,6,7,9,10,17,22,24"
112.8876469431375,112.8876469431375,115.70766829045006,0.024980778886577654,0.07311201095581055,0.07,0.01,160.52,0.07,160.6,24.0,8,8,8,2,2,"2,4,9,10,14,16,19,22"
111.12746086015277,111.12746086015277,114.43780072424089,0.029788675440483473,0.5380229949951172,0.54,0.01,166.23,0.54,166.77999999999997,24.0,8,9,9,2,2,"2,7,9,12,14,15,16,19"
112.80387847353505,112.80387847353505,115.80864296381043,0.026637067190737825,0.0782780647277832,0.08,0.01,154.51,0.08,154.6,24.0,8,8,8,2,2,"2,4,9,16,17,22,24,25"
110.38292917431451,110.38292917431451,113.5764478024181,0.02893127272479288,0.08264398574829102,0.08,0.03,192.01,0.08,192.12,24.0,8,9,9,2,2,"8,12,14,16,17,18,19,25"
