total_value,model_obj_value,model_obj_bound,gap,gurobi_time,python_time,clustering_gurobi_time,clustering_python_time,total_python_time,operation_time,number_of_initial_fires,number_of_jobs_arrived,number_of_job_processed,number_of_vehicles,number_of_vehicles_used,initial_fire_node_IDs
121.64632525774789,121.64632521060744,121.64632521060744,0.0,0.018964052200317383,0.02,0.0070400238037109375,0.01,0.03,0.047140452079105444,1,1,1,2,1,7
121.49905454545453,121.49905444545453,121.49905444545453,0.0,0.03550291061401367,0.04,0.0053060054779052734,0.01,0.05,0.10000000000000142,1,1,1,2,1,16
120.45229389625837,120.45229370769655,121.14104762431062,0.005718063935631405,0.03941798210144043,0.04,0.008259057998657227,0.01,0.05,0.18856180831640956,1,1,2,2,2,10
121.27744329932472,121.2774431107629,121.90869295525033,0.0052050062096947935,0.038053035736083984,0.04,0.0071010589599609375,0.01,0.05,0.18856180831640956,1,1,2,2,2,2
121.44079113180526,121.44079105726965,121.44079105726965,0.0,0.018557071685791016,0.02,0.003180980682373047,0.0,0.02,0.07453559924998843,1,1,1,2,1,8
121.3776955058983,121.3776954313627,121.3776954313627,0.0,0.018436908721923828,0.02,0.0027849674224853516,0.0,0.02,0.07453559924998776,1,1,1,2,1,12
121.091785641667,121.09178545310519,121.73477477477478,0.005309933446464848,0.037811994552612305,0.04,0.0045049190521240234,0.0,0.04,0.18856180831640956,1,1,2,2,2,4
121.09680478369451,121.09680464227316,121.09680464227316,0.0,0.017004013061523438,0.02,0.004552125930786133,0.0,0.02,0.14142135623730656,1,1,1,2,1,19
120.87242853287208,120.87242834431026,121.536689528361,0.005495555877793351,0.03814697265625,0.04,0.005361080169677734,0.01,0.05,0.18856180831640956,1,1,2,2,2,15
121.11992854451557,121.11992843910632,121.11992843910632,0.0,0.017544984817504883,0.02,0.021177053451538086,0.02,0.04,0.10540925533894485,1,1,1,2,1,17
121.396239449167,121.39623940202655,121.75401395877293,0.0029471634253968935,0.05901312828063965,0.06,0.016664981842041016,0.02,0.08,0.04714045207910639,1,1,2,2,2,6
120.5346609679208,120.53466068927597,121.42287890327495,0.0073689858910268415,0.03752708435058594,0.04,0.015426874160766602,0.02,0.06,0.27864483333333134,1,1,1,2,1,24
121.22665234681482,121.22665220937796,121.22665220937796,0.0,0.01826000213623047,0.02,0.002752065658569336,0.0,0.02,0.13743685418725804,1,1,1,2,1,22
121.2324316612458,121.23243154106075,121.23243154106075,0.0,0.017434120178222656,0.02,0.008826017379760742,0.01,0.03,0.12018504251546336,1,1,1,2,1,14
121.2324316612458,121.23243154106075,121.23243154106075,0.0,0.01847100257873535,0.02,0.004441022872924805,0.0,0.02,0.12018504251546336,1,1,1,2,1,18
121.46143842650355,121.46143832109429,121.46143832109429,0.0,0.018572092056274414,0.02,0.00597691535949707,0.01,0.03,0.1054092553389454,1,1,1,2,1,9
119.76501127035613,119.76501101268863,121.42452813582547,0.013856443623263371,0.07469892501831055,0.07,0.0014538764953613281,0.0,0.07,0.2576674993736251,1,2,2,2,2,25
119.43305363614364,119.43305349320212,120.98379193293218,0.012984164721354285,0.15709185600280762,0.16,0.004821062088012695,0.0,0.16,0.14294152037568963,2,2,3,2,2,"8,16"
120.61012716714403,120.61012704695898,120.61012704695898,0.0,0.01684093475341797,0.02,0.005346775054931641,0.01,0.03,0.12018504251546336,2,2,2,2,2,"12,14"
120.11997338613784,120.11997324319633,121.64346773002511,0.012683107111123778,0.22994399070739746,0.23,0.024176836013793945,0.02,0.25,0.14294152037568897,2,2,4,2,2,"2,4"
121.13960283241697,121.13960271223192,121.13960271223192,0.0,0.03979086875915527,0.04,0.00468897819519043,0.0,0.04,0.12018504251545392,2,2,2,2,2,"2,14"
120.69387008774932,120.69386996756427,120.69386996756427,0.0,0.06413006782531738,0.06,0.002655029296875,0.0,0.06,0.12018504251546336,2,2,2,2,2,"9,14"
121.14848166246647,121.14848151339527,121.14848151339527,0.0,0.01888895034790039,0.02,0.007352113723754883,0.01,0.03,0.14907119849998746,2,2,2,2,2,"7,15"
120.73458806596436,120.73458791689316,120.73458791689316,0.0,0.01739811897277832,0.02,0.02013683319091797,0.02,0.04,0.14907119849998507,2,2,2,2,2,"14,15"
117.851297756827,117.85129752921276,121.07899762579828,0.02738790462434617,0.0569300651550293,0.06,0.04236793518066406,0.04,0.1,0.22761423749153947,2,2,3,2,2,"7,25"
