total_value,model_obj_value,model_obj_bound,gap,gurobi_time,python_time,clustering_gurobi_time,clustering_python_time,total_python_time,operation_time,number_of_initial_fires,number_of_jobs_arrived,number_of_job_processed,number_of_vehicles,number_of_vehicles_used,initial_fire_node_IDs
121.64632525774789,121.64632521060744,121.64632521060744,0.0,0.018536090850830078,0.02,0.006187915802001953,0.01,0.03,0.047140452079105444,1,1,1,2,1,7
121.49905454545456,121.49905444545456,121.49905444545456,0.0,0.15191316604614258,0.15,0.006514072418212891,0.01,0.16,0.09999999999999665,1,1,1,2,1,16
120.45680724665274,120.45680707998608,121.14104762431062,0.005680380884329658,0.038255929946899414,0.04,0.007946968078613281,0.01,0.05,0.16666666666666474,1,1,2,2,2,10
121.27744329932466,121.27744311076285,121.90869295525033,0.0052050062096952645,0.03709697723388672,0.04,0.012017011642456055,0.01,0.05,0.18856180831640956,1,1,2,2,2,2
121.44079113180526,121.44079105726965,121.44079105726965,0.0,0.018461942672729492,0.02,0.0055348873138427734,0.01,0.03,0.07453559924998843,1,1,1,2,1,8
121.3776955058983,121.3776954313627,121.3776954313627,0.0,0.019500017166137695,0.02,0.003849029541015625,0.0,0.02,0.07453559924998776,1,1,1,2,1,12
121.091785641667,121.09178545310519,121.73477477477478,0.005309933446464848,0.03756380081176758,0.04,0.00848698616027832,0.01,0.05,0.18856180831640956,1,1,2,2,2,4
121.09680478369451,121.09680464227316,121.09680464227316,0.0,0.016816139221191406,0.02,0.005995988845825195,0.01,0.03,0.14142135623730656,1,1,1,2,1,19
120.87242853287208,120.87242834431026,121.536689528361,0.005495555877793351,0.03940701484680176,0.04,0.004702091217041016,0.0,0.04,0.18856180831640956,1,1,2,2,2,15
121.11992854451557,121.11992843910632,121.11992843910632,0.0,0.018538951873779297,0.02,0.005010128021240234,0.01,0.03,0.10540925533894485,1,1,1,2,1,17
120.58694477239142,120.5869446713165,121.75401395877293,0.009678239138055164,0.14595890045166016,0.15,0.02643108367919922,0.03,0.18,0.10107491837076268,1,1,2,2,1,6
121.37478547854788,121.37478531188121,121.37478531188121,0.0,0.03782200813293457,0.04,0.022701025009155273,0.02,0.06,0.1666666666666618,1,1,1,2,1,24
120.07397755719059,120.07397739553065,121.27637847951375,0.010013835720810063,0.08920598030090332,0.09,0.013489961624145508,0.01,0.09999999999999999,0.16165994746931775,1,1,2,2,1,22
121.2324316612458,121.23243154106075,121.23243154106075,0.0,0.01741313934326172,0.02,0.003628969192504883,0.0,0.02,0.12018504251546336,1,1,1,2,1,14
121.2324316612458,121.23243154106075,121.23243154106075,0.0,0.01906418800354004,0.02,0.008275032043457031,0.01,0.03,0.12018504251546336,1,1,1,2,1,18
121.46143842650355,121.46143832109429,121.46143832109429,0.0,0.018717050552368164,0.02,0.004544973373413086,0.0,0.02,0.1054092553389454,1,1,1,2,1,9
119.76501127035613,119.76501101268863,121.42452813582547,0.013856443623263371,0.07389593124389648,0.07,0.006566047668457031,0.01,0.08,0.25766749937362504,1,2,2,2,2,25
117.94839666679427,117.94839646991828,120.98379193293218,0.025734944720406182,0.07619404792785645,0.08,0.0034911632537841797,0.0,0.08,0.19687598666735295,2,2,4,2,2,"8,16"
120.61012716714409,120.61012704695904,120.61012704695904,0.0,0.03898906707763672,0.04,0.02089095115661621,0.02,0.06,0.12018504251545925,2,2,2,2,2,"12,14"
120.11997338613779,120.11997324319627,121.64346773002511,0.012683107111124256,0.1772749423980713,0.18,0.02958989143371582,0.03,0.21,0.1429415203756884,2,2,4,2,2,"2,4"
121.13960283241697,121.13960271223192,121.13960271223192,0.0,0.03969216346740723,0.04,0.008873939514160156,0.01,0.05,0.12018504251545392,2,2,2,2,2,"2,14"
120.69387008774932,120.69386996756427,120.69386996756427,0.0,0.05000805854797363,0.05,0.01678299903869629,0.02,0.07,0.12018504251546103,2,2,2,2,2,"9,14"
121.14848166246647,121.14848151339527,121.14848151339527,0.0,0.018104076385498047,0.02,0.018333911895751953,0.02,0.04,0.14907119849998746,2,2,2,2,2,"7,15"
120.73458806596436,120.73458791689316,120.73458791689316,0.0,0.017566919326782227,0.02,0.00467681884765625,0.0,0.02,0.1490711984999855,2,2,2,2,2,"14,15"
117.851297756827,117.85129752921276,121.07899762579828,0.02738790462434617,0.05678701400756836,0.06,0.005284786224365234,0.01,0.06999999999999999,0.22761423749153947,2,2,3,2,2,"7,25"
120.8110632599587,120.81106307139689,120.81106307139689,0.0,0.019047021865844727,0.02,0.011897087097167969,0.01,0.03,0.18856180831641306,2,2,2,2,2,"8,25"
120.95394517475931,120.95394505457426,120.95394505457426,0.0,0.039259910583496094,0.04,0.007097005844116211,0.01,0.05,0.1201850425154557,2,2,2,2,2,"4,18"
121.47142770493264,121.47142760493264,121.47142760493264,0.0,0.05008196830749512,0.05,0.0025098323822021484,0.0,0.05,0.09999999999999687,2,2,2,2,2,"4,6"
119.59204945389929,119.59204927163822,121.03039243828668,0.012027080189766217,0.1317598819732666,0.13,0.025191068649291992,0.03,0.16,0.1822610804276476,2,2,3,2,2,"6,22"
117.37478547854786,117.3747853118812,120.84740703910042,0.029585755731028424,0.06322216987609863,0.06,0.025054931640625,0.03,0.09,0.1666666666666643,2,2,1,2,1,"24,25"
120.35236020576137,120.35236008557632,120.35236008557632,0.0,0.04454493522644043,0.04,0.0035338401794433594,0.0,0.04,0.12018504251546103,2,2,2,2,2,"14,17"
121.02709971568676,121.0270996102775,121.0270996102775,0.0,0.017761945724487305,0.02,0.00611114501953125,0.01,0.03,0.10540925533894807,2,2,2,2,2,"2,17"
117.68954677031373,117.68954639915627,120.91293014400438,0.027388870494204028,0.0656731128692627,0.07,0.0024819374084472656,0.0,0.07,0.3711574514838696,2,3,3,2,2,"9,25"
121.18295194001706,121.1829518346078,121.1829518346078,0.0,0.19918584823608398,0.2,0.007317066192626953,0.01,0.21000000000000002,0.10540925533894585,2,2,2,2,2,"4,9"
120.56071967632077,120.56071957091152,120.56071957091152,0.0,0.018797874450683594,0.02,0.007606983184814453,0.01,0.03,0.10540925533894407,2,2,2,2,2,"8,17"
117.81972456374027,117.81972436454805,120.79928757042285,0.02528917141798498,0.17134594917297363,0.17,0.005589962005615234,0.01,0.18000000000000002,0.1991922125060595,2,2,4,2,2,"16,22"
120.94294753652383,120.94294738745263,120.94294738745263,0.0,0.04175400733947754,0.04,0.005543947219848633,0.01,0.05,0.14907119849998263,2,2,2,2,2,"8,15"
119.00139898050827,119.00139880575358,120.45332070540178,0.012200880949459893,0.7836818695068359,0.78,0.0044710636138916016,0.0,0.78,0.17475468957064258,3,3,4,2,2,"7,16,18"
119.60026791726867,119.60026768894205,120.18765939096761,0.004911290863940641,0.057663917541503906,0.06,0.021886110305786133,0.02,0.08,0.2283266141359843,3,3,3,2,2,"9,22,24"
119.90637005516176,119.90636988849509,120.31794048635848,0.0034324331413428783,0.057589054107666016,0.06,0.006264925003051758,0.01,0.06999999999999999,0.16666666666666075,3,3,3,2,2,"6,10,24"
119.74605270532929,119.74605255327754,120.03596679081241,0.0024210755290316075,0.02219700813293457,0.02,0.003226041793823242,0.0,0.02,0.15205176042696267,3,3,3,2,2,"4,10,18"
118.09488048453262,118.09487998810405,120.38683804304806,0.01940776818753597,0.07676887512207031,0.08,0.019557952880859375,0.02,0.1,0.49642857142857083,3,3,3,2,2,"4,9,17"
117.84548397552513,117.84548377864914,120.49127528030976,0.02245136102653075,0.1300048828125,0.13,0.005814075469970703,0.01,0.14,0.19687598666735717,3,3,4,2,2,"6,8,22"
