total_value,model_obj_value,model_obj_bound,gap,gurobi_time,python_time,clustering_gurobi_time,clustering_python_time,total_python_time,operation_time,number_of_initial_fires,number_of_jobs_arrived,number_of_job_processed,number_of_vehicles,number_of_vehicles_used,initial_fire_node_IDs
121.6463253,121.6463252,121.6463252,0,0.020170212,0.02,0.015361071,0.02,0.04,0.047140452,1,1,1,2,1,7
120.6189831,120.618983,121.5229091,0.007494062,0.171270132,0.17,0.008987904,0.01,0.18,0.105409255,1,1,2,2,2,16
121.0820218,121.0820216,121.0820216,0,0.02105999,0.02,0.0245471,0.02,0.04,0.137436854,1,1,1,2,1,10
121.1396028,121.1396027,121.908693,0.006348793,0.052397966,0.05,0.032362938,0.03,0.08,0.120185043,1,1,2,2,2,2
121.4407911,121.4407911,121.4407911,0,0.019721985,0.02,0.011532784,0.01,0.03,0.074535599,1,1,1,2,1,8
121.3776955,121.3776954,121.3776954,0,0.020216942,0.02,0.027583838,0.03,0.05,0.074535599,1,1,1,2,1,12
120.9539452,120.9539451,121.7347748,0.006455595,0.052200079,0.05,0.032149076,0.03,0.08,0.120185043,1,1,2,2,2,4
121.0968048,121.0968046,121.0968046,0,0.019170046,0.02,0.033555031,0.03,0.05,0.141421356,1,1,1,2,1,19
120.8724285,120.8724283,121.5366895,0.005495556,0.051753044,0.05,0.031971216,0.03,0.08,0.188561808,1,1,2,2,2,15
121.1199285,121.1199284,121.1199284,0,0.020265102,0.02,0.024976015,0.03,0.05,0.105409255,1,1,1,2,1,17
121.1201863,121.1201861,121.754014,0.005233049,0.053544998,0.05,0.011742115,0.01,0.06,0.188561808,1,1,2,2,2,6
120.534661,120.5346607,121.4228789,0.007368986,0.052251101,0.05,0.017515898,0.02,0.07,0.278644833,1,1,1,2,1,24
120.3465809,120.3465808,121.2763785,0.007726,0.102098942,0.1,0.027081966,0.03,0.13,0.137436854,1,1,2,2,2,22
120.6027038,120.6027036,121.2759421,0.005582284,0.051698923,0.05,0.028604984,0.03,0.08,0.188561808,1,1,2,2,2,14
121.2324317,121.2324315,121.2324315,0,0.019785881,0.02,0.031610966,0.03,0.05,0.120185043,1,1,1,2,1,18
121.4614384,121.4614383,121.4614383,0,0.019744158,0.02,0.024571896,0.02,0.04,0.105409255,1,1,1,2,1,9
118.0926656,118.0926653,121.4245281,0.028213969,0.23397398,0.23,0.033499956,0.03,0.26,0.33112818,1,2,4,2,2,25
118.7168756,118.7168755,120.9837919,0.019095149,0.158527851,0.16,0.029894114,0.03,0.19,0.167741585,2,2,4,2,2,"8,16"
120.6101272,120.610127,120.610127,0,0.068480968,0.07,0.028264999,0.03,0.1,0.120185043,2,2,2,2,2,"12,14"
120.8509504,120.8509503,121.6434677,0.006557809,0.14692688,0.15,0.025364876,0.03,0.18,0.14294152,2,2,3,2,2,"2,4"
121.1396028,121.1396027,121.1396027,0,0.069271088,0.07,0.030668974,0.03,0.1,0.120185043,2,2,2,2,2,"2,14"
118.0116422,118.011642,120.7643441,0.023325683,0.068553925,0.07,0.005639076,0.01,0.08,0.294720642,2,2,4,2,2,"9,14"
121.1484817,121.1484815,121.1484815,0,0.020277023,0.02,0.021991968,0.02,0.04,0.149071198,2,2,2,2,2,"7,15"
120.7345881,120.7345879,120.7345879,0,0.051640987,0.05,0.01345396,0.01,0.06,0.149071198,2,2,2,2,2,"14,15"
