total_value,model_obj_value,model_obj_bound,gap,gurobi_time,python_time,clustering_gurobi_time,clustering_python_time,total_python_time,operation_time,number_of_initial_fires,number_of_jobs_arrived,number_of_job_processed,number_of_vehicles,number_of_vehicles_used,initial_fire_node_IDs
118.94982884158746,118.94982866003876,120.04490876804505,0.009206235270300801,3.640238046646118,3.64,0.0030031204223632812,0.0,3.64,0.18154870378320176,3,3,4,2,2,"9,12,19"
118.55678984421827,118.55678968241487,120.5666456116538,0.016952685161455913,0.7909278869628906,0.79,0.01791691780090332,0.02,0.81,0.16180339887498674,3,3,3,2,2,"6,14,15"
120.82072253292527,120.82072239959194,121.04352189701386,0.001844050366501282,0.1802201271057129,0.18,0.0037870407104492188,0.0,0.18,0.1333333333333374,3,3,3,2,2,"2,4,12"
117.99345997658959,117.993459808848,120.09440174776228,0.017805579583121362,1.3825910091400146,1.38,0.01339101791381836,0.01,1.39,0.16774158503743325,3,3,4,2,2,"7,14,17"
120.24903313544723,120.249032907833,120.60916321559567,0.0029948707199890924,0.05526590347290039,0.06,0.005380153656005859,0.01,0.06999999999999999,0.22761423749153947,3,3,3,2,2,"2,18,25"
119.64800794111686,119.64800778808282,120.22522697472188,0.004824310887494341,0.05730795860290527,0.06,0.03286004066467285,0.03,0.09,0.15303404163342219,3,3,3,2,2,"8,9,18"
118.09615021874936,118.09614997580783,120.05521750092174,0.016588750145667127,0.14900708198547363,0.15,0.027654170989990234,0.03,0.18,0.2429415203756896,3,3,4,2,2,"4,17,19"
119.59273364515354,119.59273345659173,120.02645860215915,0.003626684774496355,0.053771018981933594,0.05,0.007036924362182617,0.01,0.060000000000000005,0.18856180831641,3,3,3,2,2,"8,10,25"
117.54368081151277,117.54368059263004,120.76473085806758,0.02740300668821748,0.1556529998779297,0.16,0.003709077835083008,0.0,0.16,0.2188827260362512,3,3,4,2,2,"4,6,14"
119.45506417490407,119.45506397490406,119.87619960867673,0.003525473259644641,0.30579710006713867,0.31,0.007380008697509766,0.01,0.32,0.19999999999999551,4,4,4,2,2,"7,16,18,24"
117.1666219321587,117.16662169408045,119.1813338815293,0.017195274202829038,1.1129539012908936,1.11,0.008911848068237305,0.01,1.12,0.23807825258402593,4,4,5,2,2,"9,10,14,18"
117.98240525218837,117.98240505893435,119.35709883645808,0.011651684646003333,0.057546138763427734,0.06,0.003408193588256836,0.0,0.06,0.19325402634362077,4,4,4,2,2,"10,15,16,19"
117.68690713901216,117.6869069124248,118.99632124498281,0.01112625326734426,0.0597529411315918,0.06,0.0035791397094726562,0.0,0.06,0.22658735967695595,4,4,4,2,2,"10,14,19,24"
116.79871410813747,116.79871388116285,119.70769323596443,0.0249059194073089,0.544992208480835,0.55,0.006963968276977539,0.01,0.56,0.22697462364023657,4,5,5,2,2,"6,10,15,18"
117.96099250409664,117.96099228537821,119.4636015154875,0.012738187438048035,0.0631251335144043,0.06,0.005519866943359375,0.01,0.06999999999999999,0.21871842709362538,4,4,4,2,2,"9,18,22,24"
117.09638018376255,117.09637994082102,119.32870701527824,0.01906401440920211,0.1575169563293457,0.16,0.006872892379760742,0.01,0.17,0.24294152037568967,4,4,5,2,2,"9,10,22,24"
117.30118459013171,117.30118435679837,120.28807630397054,0.025463442364629954,0.2382810115814209,0.24,0.01614999771118164,0.02,0.26,0.23333333333333206,4,4,5,2,2,"4,6,16,22"
117.60078095345149,117.6007806935308,119.68904825175963,0.01775725931336195,0.6726100444793701,0.67,0.009145975112915039,0.01,0.68,0.25992069301028653,4,4,4,2,2,"9,10,15,16"
118.9331672636973,118.93316710377661,119.53277843582026,0.0050415821477322,0.062170982360839844,0.06,0.006503105163574219,0.01,0.06999999999999999,0.1599206930102854,4,4,4,2,2,"7,8,10,22"
116.52536943865631,116.52536913543156,119.92009012762033,0.029132891982030566,0.189439058303833,0.19,0.007066011428833008,0.01,0.2,0.3032247551122975,4,4,6,2,2,"2,17,24,25"
117.78480612696801,117.78480591123014,119.6016248286007,0.015424900549055832,1.077888011932373,1.08,0.008752107620239258,0.01,1.09,0.2157378651666561,4,4,5,2,2,"2,10,14,18"
117.91016128733568,117.91016107946675,120.46199448444611,0.02164218402907217,0.061131954193115234,0.06,0.015913009643554688,0.02,0.08,0.20786893258332168,4,4,4,2,2,"2,6,16,22"
118.70957101801626,118.70957082945445,119.98561323252432,0.010749279895073563,0.08006787300109863,0.08,0.006979942321777344,0.01,0.09,0.18856180831641,4,4,4,2,2,"2,9,17,25"
117.19533177572539,117.19533152939273,118.88601848628304,0.014426231274120991,0.07572007179260254,0.08,0.003983974456787109,0.0,0.08,0.24633266458517095,4,4,4,2,2,"10,17,19,25"
116.5594788253359,116.55947865170073,119.4203900895761,0.024544648543120686,0.06248593330383301,0.06,0.006295919418334961,0.01,0.06999999999999999,0.1736351745917446,4,4,4,2,2,"7,8,10,17"
118.65298792882204,118.65298768761977,120.35584903526163,0.014351609519728371,0.05932116508483887,0.06,0.0190279483795166,0.02,0.08,0.2412022659166568,4,4,4,2,2,"2,6,15,19"
117.98782689814504,117.98782661275995,119.57629265943073,0.013462965564101693,0.07067203521728516,0.07,0.009228944778442383,0.01,0.08,0.2853850937602993,4,4,4,2,2,"4,10,14,25"
117.96184585507523,117.96184568733364,120.10916306377864,0.01820349083157466,0.1909799575805664,0.19,0.009238958358764648,0.01,0.2,0.1677415850374362,4,4,4,2,2,"6,7,15,17"
119.82154709856678,119.8215469345398,120.67342381331791,0.007109546659779868,0.06037592887878418,0.06,0.0038230419158935547,0.0,0.06,0.16402698754938938,4,4,4,2,2,"2,4,6,14"
116.9325296816282,116.9325294962431,119.49559215340314,0.021919158579755,2.2736761569976807,2.27,0.0062830448150634766,0.01,2.28,0.18538509376029377,5,5,6,2,2,"2,6,12,19,22"
117.04667046160188,117.04667020466175,119.38308603448618,0.019961403649835542,2.5659148693084717,2.57,0.004235029220581055,0.0,2.57,0.25694013108330815,5,5,5,2,2,"2,6,10,19,24"
116.98528111240029,116.98528087209844,119.14791278346264,0.018486359097847835,0.05778694152832031,0.06,0.003777027130126953,0.0,0.06,0.24030184125839305,5,5,5,2,2,"2,16,17,18,22"
117.96406829426043,117.9640680767833,119.2434875540983,0.010845840586662447,0.07307910919189453,0.07,0.010069131851196289,0.01,0.08,0.2174771196256835,5,5,5,2,2,"7,9,10,15,24"
116.3588389636616,116.35883872795934,118.6798559234864,0.019947063935155582,0.8170480728149414,0.82,0.008324146270751953,0.01,0.83,0.2357022603955118,5,5,6,2,2,"12,14,19,24,25"
116.50276832208877,116.50276806788717,118.87191032294264,0.020335501845543662,0.07317996025085449,0.07,0.0067827701568603516,0.01,0.08,0.2542015971684919,5,5,5,2,2,"6,10,18,22,25"
117.18826405694067,117.18826379491817,119.3916642694619,0.01880222816851116,4.877349853515625,4.88,0.017657041549682617,0.02,4.8999999999999995,0.2620224891956326,5,6,6,2,2,"6,12,15,22,25"
115.7147664154489,115.71476608675975,118.81068474279284,0.02675474151424942,0.14142799377441406,0.14,0.004736900329589844,0.0,0.14,0.3286891558623086,5,5,6,2,2,"16,17,22,24,25"
117.97014535394027,117.97014513414692,119.73460250782044,0.014956812773834535,0.06991100311279297,0.07,0.006155967712402344,0.01,0.08,0.21979334546439597,5,5,5,2,2,"2,6,7,10,22"
117.02066240802819,117.02066207690001,119.63186280000016,0.022314014266849782,2.9345710277557373,2.93,0.005641937255859375,0.01,2.94,0.33112818025263685,5,6,6,2,2,"6,7,14,16,25"
117.93331194477,117.93331174477,119.61882508213316,0.014292088574693227,0.07706499099731445,0.08,0.008842945098876953,0.01,0.09,0.19999999999999196,5,5,5,2,2,"2,9,16,18,24"
116.8114598485062,116.81145961981704,119.59947908709145,0.023867687950724165,0.0797421932220459,0.08,0.005532026290893555,0.01,0.09,0.22868915586229932,5,5,5,2,2,"7,8,15,16,25"
116.71291325975275,116.71291301342009,118.86530491502677,0.0184417631779886,2.5001649856567383,2.5,0.00606083869934082,0.01,2.51,0.2463326645851664,5,5,6,2,2,"9,12,14,22,25"
117.43903240887397,117.43903222646944,119.54057950487683,0.017894793907657303,1.1174612045288086,1.12,0.008079051971435547,0.01,1.1300000000000001,0.18240453183331173,5,5,5,2,2,"2,6,8,10,18"
117.6424939807712,117.64249372576182,120.04563996776818,0.020427535713484345,0.7691280841827393,0.77,0.017654895782470703,0.02,0.79,0.2550093846624274,5,5,5,2,2,"2,7,15,16,24"
116.50093029046751,116.50093008259857,119.39499935420946,0.024841597998908747,0.32796382904052734,0.33,0.009610176086425781,0.01,0.34,0.20786893258332267,5,5,6,2,2,"4,8,12,16,22"
117.43059139532814,117.43059117959027,118.87211972422789,0.012275579388279206,0.11435484886169434,0.11,0.006456851959228516,0.01,0.12,0.21573786516663207,5,5,5,2,2,"6,10,15,17,22"
118.07555729858338,118.07555706136095,119.36281353808505,0.010901972506088965,0.07099103927612305,0.07,0.012540817260742188,0.01,0.08,0.23722242453390022,5,5,5,2,2,"7,8,12,24,25"
116.13901567134019,116.13901546065708,118.78927127498022,0.02281968556226429,0.7942240238189697,0.79,0.013664007186889648,0.01,0.8,0.2106831054131229,5,5,6,2,2,"8,9,12,14,17"
117.81180664825061,117.81180646670191,119.22889275684281,0.012028389451284947,0.08137011528015137,0.08,0.004253864288330078,0.0,0.08,0.1815487037832049,5,5,5,2,2,"6,7,10,16,19"
114.7509050955509,114.75090482101531,117.99215275420391,0.028245946628867067,2.178367853164673,2.18,0.009061098098754883,0.01,2.19,0.27453559924997994,6,6,6,2,2,"8,12,14,18,19,24"
116.39553371174563,116.39553349686359,118.96431862259003,0.02206944758576715,2.0624589920043945,2.06,0.009102821350097656,0.01,2.07,0.21488203711653042,6,6,7,2,2,"2,4,9,12,14,19"
116.2235675009946,116.2235672999197,118.59194070009647,0.020377737968282232,1.6245810985565186,1.62,0.011477947235107422,0.01,1.6300000000000001,0.2010749183707673,6,6,6,2,2,"7,8,10,14,15,16"
116.37610702035258,116.37610681820274,119.57320942841173,0.027472156421277687,0.20547103881835938,0.21,0.0073239803314208984,0.01,0.22,0.20214983674153048,6,6,6,2,2,"2,6,8,9,15,25"
117.228112640713,117.22811243284406,119.3849099083273,0.018398295687980133,0.09753584861755371,0.1,0.0012850761413574219,0.0,0.1,0.20786893258331618,6,6,6,2,2,"2,6,7,9,19,24"
113.03365867089803,113.0336583560161,116.41637056783813,0.029926592317906547,48.48797297477722,48.49,0.027642011642456055,0.03,48.52,0.31488193176949086,6,7,7,2,2,"9,14,15,17,19,24"
117.36230602121896,117.36230581053584,118.84673051868475,0.012648223787842855,3.600597858428955,3.6,0.008378982543945312,0.01,3.61,0.21068310541312343,6,6,6,2,2,"4,7,9,14,15,19"
115.33582618438362,115.33582594997537,118.65658484055614,0.02879208488107655,2.5361931324005127,2.54,0.006283998489379883,0.01,2.55,0.23440825170410262,6,6,6,2,2,"2,7,10,12,14,22"
114.28766921868271,114.28766888847348,117.60908145813126,0.029061862946027445,44.183615922927856,44.18,0.006391048431396484,0.01,44.19,0.33020923629277976,6,7,7,2,2,"7,9,15,19,22,24"
116.31383441052846,116.31383407289545,118.71560724190375,0.020649075736795718,3.4817371368408203,3.48,0.008481025695800781,0.01,3.4899999999999998,0.3376330068164071,6,6,6,2,2,"2,7,10,17,24,25"
116.82127209045456,116.82127178937964,119.13854384409504,0.019836045432661254,0.11235904693603516,0.11,0.006240129470825195,0.01,0.12,0.30107491837075684,6,6,6,2,2,"4,6,8,9,18,25"
116.7399806840239,116.739980482949,118.82480161155439,0.017858672924053697,0.7078380584716797,0.71,0.008764028549194336,0.01,0.72,0.20107491837077274,6,6,6,2,2,"2,4,9,10,14,18"
115.45658453199218,115.456584200864,118.55602234889274,0.026845053224825482,4.900341987609863,4.9,0.007135868072509766,0.01,4.91,0.33112818025378743,6,7,7,2,2,"7,10,15,16,22,25"
115.37048735387745,115.37048711093593,118.62976128363513,0.02825050196386197,0.18525004386901855,0.19,0.010778188705444336,0.01,0.2,0.24294152037569283,6,6,6,2,2,"7,9,10,12,16,24"
115.95409454108186,115.95409429201067,119.04854677035436,0.02668687550222112,0.06628680229187012,0.07,0.007505178451538086,0.01,0.08,0.24907119849998485,6,6,6,2,2,"4,6,8,12,18,24"
116.32413128367918,116.32413107979009,119.09931633196967,0.023857347795497415,0.21512913703918457,0.22,0.006114959716796875,0.01,0.23,0.20388909120056486,6,6,6,2,2,"2,7,8,9,17,24"
116.89635922428977,116.8963589958197,118.9023461779738,0.01716039061769098,2.3985939025878906,2.4,0.02835988998413086,0.03,2.4299999999999997,0.228470065534248,6,6,6,2,2,"4,7,14,15,18,25"
112.24497800957806,112.24497773260345,115.6095084886347,0.029974889068501927,60.30987095832825,60.31,0.008238077163696289,0.01,60.32,0.27697462364023917,6,8,8,2,2,"4,9,12,15,18,24"
115.44998428673792,115.4499839680195,118.907864517956,0.029951329840759124,0.0995948314666748,0.1,0.008421897888183594,0.01,0.11,0.31871842709362735,6,6,6,2,2,"2,4,10,18,24,25"
116.24022762036314,116.24022733881444,118.90011083712423,0.022882641914978595,3.4445090293884277,3.44,0.008179903030395508,0.01,3.4499999999999997,0.28154870378319996,6,6,6,2,2,"4,8,9,15,16,19"
112.58133309609447,112.5813328459484,115.8715711267082,0.029225433716103127,47.26696705818176,47.27,0.0066339969635009766,0.01,47.28,0.2501460774640736,7,7,7,2,2,"6,7,10,12,17,22,24"
114.4262930362225,114.42629264868758,117.83915424502304,0.02982585136104735,42.04489588737488,42.04,0.00669097900390625,0.01,42.05,0.38753493050182514,7,7,7,2,2,"4,9,12,18,22,24,25"
115.18750597217962,115.18750568102273,117.90019691040622,0.023550221122900953,2.768925189971924,2.77,0.03098583221435547,0.03,2.8,0.29115689082555696,7,7,7,2,2,"4,8,15,17,19,24,25"
109.97385278615785,109.97385245661286,113.24720596742227,0.029764834437357057,87.84637403488159,87.85,0.006491899490356445,0.01,87.86,0.32954498391242215,7,9,9,2,2,"6,9,10,12,14,18,22"
111.6269569256154,111.62695660372026,114.95055159865258,0.02977412531930978,51.087074995040894,51.09,0.03354597091674805,0.03,51.120000000000005,0.3218951416497372,7,8,8,2,2,"14,16,17,18,19,22,25"
115.07143025650548,115.07142989340807,118.41167149470168,0.02902754927428742,2.3675010204315186,2.37,0.013164997100830078,0.01,2.38,0.36309740756639985,7,7,7,2,2,"2,4,9,18,19,24,25"
114.22235765761937,114.22235738200885,117.52265323184062,0.028893606518679667,2.226912021636963,2.23,0.006144046783447266,0.01,2.2399999999999998,0.2756105176207603,7,7,7,2,2,"6,9,10,14,17,22,24"
116.00079834006118,116.00079810672784,118.18216822319445,0.01880478541586943,1.9915118217468262,1.99,0.005861997604370117,0.01,2.0,0.23333333333332018,7,7,7,2,2,"4,8,9,14,16,22,24"
113.79600014963681,113.79599988189523,117.1902685283897,0.02982766222026483,40.83448910713196,40.83,0.0039520263671875,0.0,40.83,0.2677415850374289,7,7,7,2,2,"6,15,16,17,18,22,25"
115.9760234593447,115.97602321684843,118.26911119966212,0.019772086671105648,0.7213430404663086,0.72,0.0059909820556640625,0.01,0.73,0.242496274608069,7,7,7,2,2,"4,6,12,16,19,22,25"
116.13025488498407,116.13025465165073,119.21224924838211,0.026539118561104164,0.24657583236694336,0.25,0.006886005401611328,0.01,0.26,0.23333333333332892,7,7,7,2,2,"2,6,7,8,9,16,24"
112.29263118410132,112.29263092686836,115.65955997138043,0.029983526227155735,45.52289605140686,45.52,0.00677800178527832,0.01,45.53,0.2572329733368301,7,7,7,2,2,"7,10,14,16,17,18,22"
113.62505077026864,113.62505052799146,116.99284430186533,0.02963953598457777,43.908149003982544,43.91,0.015285968780517578,0.02,43.93,0.24227718428742823,7,7,7,2,2,"2,6,7,8,10,16,24"
113.93882454378765,113.93882431309399,117.25797170868248,0.02913096054482499,45.60680294036865,45.61,0.009032964706420898,0.01,45.62,0.23069365421604904,7,8,8,2,2,"2,6,12,14,15,18,19"
115.73118074698202,115.73118052530597,118.30053095240183,0.022201021500286494,2.2830638885498047,2.28,0.009974956512451172,0.01,2.2899999999999996,0.22167605132909968,7,7,7,2,2,"6,7,12,14,15,16,19"
115.20902636897905,115.20902600588164,118.62369165918706,0.02963887267939488,1.8282949924468994,1.83,0.014805793762207031,0.01,1.84,0.3630974075664073,7,7,7,2,2,"2,7,12,15,22,24,25"
110.70605767289692,110.70605734161268,114.02232067694705,0.029955572576315006,54.97593808174133,54.98,0.0035059452056884766,0.0,54.98,0.3312842383714573,7,8,8,2,2,"9,10,12,14,16,19,25"
110.58626430739604,110.58626401905332,113.87266416127606,0.029717977828209476,56.80790996551514,56.81,0.008987903594970703,0.01,56.82,0.28834271799576283,7,8,8,2,2,"7,8,12,14,15,18,19"
113.84640749268424,113.84640729160932,117.11515365203599,0.028711897355302607,40.81502890586853,40.82,0.003985881805419922,0.0,40.82,0.2010749183707664,7,7,7,2,2,"2,6,9,10,14,17,19"
115.40606745269402,115.406067108267,118.64699308665539,0.028082804133234596,2.11666202545166,2.12,0.005900859832763672,0.01,2.13,0.34442702102895745,7,7,7,2,2,"2,6,8,12,14,24,25"
113.09732324681421,113.09732288264189,116.48268430901429,0.029933170300461477,46.22450089454651,46.22,0.007412910461425781,0.01,46.23,0.3641723250438833,8,9,9,2,2,"2,6,7,9,14,18,19,25"
110.18052605511362,110.18052578057802,113.48260496199605,0.029969717044135705,70.38063406944275,70.38,0.009505987167358398,0.01,70.39,0.27453559924998694,8,9,9,2,2,"6,8,9,10,14,16,18,24"
111.98407514009713,111.98407493902222,115.31054708376159,0.029704867826525393,45.102315187454224,45.1,0.015651226043701172,0.02,45.120000000000005,0.2010749174862218,8,8,8,2,2,"2,6,7,9,12,14,17,18"
114.62215321065437,114.62215297624613,117.94025394454223,0.02894816474947682,42.32444405555725,42.32,0.011507034301757812,0.01,42.33,0.2344082517040985,8,8,8,2,2,"2,4,6,8,9,10,14,16"
112.82592538114453,112.8259250112531,116.1509000873243,0.02946995626882358,46.82854890823364,46.83,0.006865978240966797,0.01,46.839999999999996,0.3698914217789674,8,8,8,2,2,"6,8,10,12,18,22,24,25"
113.80660506073687,113.80660477110014,117.07720065814209,0.028738190490965942,41.857511043548584,41.86,0.030591964721679688,0.03,41.89,0.2896367266871669,8,8,8,2,2,"2,9,12,14,17,19,24,25"
111.15962741151338,111.15962712317067,114.49088438693067,0.029968229922801033,55.5365571975708,55.54,0.005818843841552734,0.01,55.55,0.28834271799576155,8,9,9,2,2,"2,10,12,15,16,18,22,24"
113.40868949641482,113.40868918234057,116.78738426569922,0.029792206467762997,40.80140495300293,40.8,0.006838083267211914,0.01,40.809999999999995,0.3140742496226062,8,8,8,2,2,"2,7,9,10,14,22,24,25"
110.45812587420552,110.4581255996703,114.03649659776981,0.03239572443107071,120.03820395469666,120.04,0.009968042373657227,0.01,120.05000000000001,0.27453522293836274,8,9,9,2,2,"2,8,9,10,14,16,18,24"
108.64064316645995,108.64064278926624,112.4398546996201,0.03497044764106666,120.02808403968811,120.03,0.015781164169311523,0.02,120.05,0.3771937139622918,8,10,10,2,2,"6,7,9,14,15,17,18,25"
