total_value,model_obj_value,model_obj_bound,gap,gurobi_time,python_time,clustering_gurobi_time,clustering_python_time,total_python_time,operation_time,number_of_initial_fires,number_of_jobs_arrived,number_of_job_processed,number_of_vehicles,number_of_vehicles_used,initial_fire_node_IDs
121.6463253,121.6463252,121.6463252,0,0.020821095,0.02,0.011377096,0.01,0.03,0.047140452,1,1,1,2,1,7
121.4990545,121.4990544,121.4990544,0,0.048852921,0.05,0.044219971,0.04,0.09,0.1,1,1,1,2,1,16
120.4522939,120.4522937,121.1410476,0.005718064,0.052468061,0.05,0.006625891,0.01,0.06,0.188561808,1,1,2,2,2,10
121.2774433,121.2774431,121.908693,0.005205006,0.051528931,0.05,0.005219221,0.01,0.06,0.188561808,1,1,2,2,2,2
120.8110633,120.8110631,121.4608828,0.00537881,0.051501989,0.05,0.005254984,0.01,0.06,0.188561808,1,1,2,2,2,8
121.3776955,121.3776954,121.3776954,0,0.020056009,0.02,0.026204109,0.03,0.05,0.074535599,1,1,1,2,1,12
121.0917856,121.0917855,121.7347748,0.005309933,0.05173111,0.05,0.00556612,0.01,0.06,0.188561808,1,1,2,2,2,4
121.0968048,121.0968046,121.0968046,0,0.019536972,0.02,0.004657984,0,0.02,0.141421356,1,1,1,2,1,19
120.8724285,120.8724283,121.5366895,0.005495556,0.053845882,0.05,0.005017042,0.01,0.06,0.188561808,1,1,2,2,2,15
121.1199285,121.1199284,121.1199284,0,0.020498037,0.02,0.039740086,0.04,0.06,0.105409255,1,1,1,2,1,17
121.3962394,121.3962394,121.754014,0.002947163,0.069573879,0.07,0.005539894,0.01,0.08,0.047140452,1,1,2,2,2,6
121.3747855,121.3747853,121.3747853,0,0.020144939,0.02,0.004979849,0.01,0.03,0.166666667,1,1,1,2,1,24
121.2266523,121.2266522,121.2266522,0,0.048583031,0.05,0.024307013,0.02,0.07,0.137436854,1,1,1,2,1,22
120.6027038,120.6027036,121.2759421,0.005582284,0.052005053,0.05,0.004407167,0,0.05,0.188561808,1,1,2,2,2,14
121.2324317,121.2324315,121.2324315,0,0.020074129,0.02,0.027904034,0.03,0.05,0.120185043,1,1,1,2,1,18
121.4614384,121.4614383,121.4614383,0,0.019813061,0.02,0.004930973,0.01,0.03,0.105409255,1,1,1,2,1,9
