total_value,model_obj_value,model_obj_bound,gap,gurobi_time,python_time,clustering_gurobi_time,clustering_python_time,total_python_time,operation_time,number_of_initial_fires,number_of_jobs_arrived,number_of_job_processed,number_of_vehicles,number_of_vehicles_used,initial_fire_node_IDs
121.64632525774789,121.64632521060744,121.64632521060744,0.0,0.017979145050048828,0.02,0.01905989646911621,0.02,0.04,0.047140452079105444,1,1,1,2,1,7
120.61898308997016,120.6189829845609,121.5229090909091,0.007494061747012873,0.07300996780395508,0.07,0.007933855056762695,0.01,0.08,0.10540925533894618,1,1,2,2,2,16
121.08202176810488,121.08202163066802,121.08202163066802,0.0,0.019951820373535156,0.02,0.04283905029296875,0.04,0.06,0.13743685418725704,1,1,1,2,1,10
121.139602832417,121.13960271223195,121.90869295525033,0.006348792845601139,0.03933000564575195,0.04,0.036695003509521484,0.04,0.08,0.12018504251545659,1,1,2,2,2,2
121.44079113180526,121.44079105726965,121.44079105726965,0.0,0.017565011978149414,0.02,0.012429952621459961,0.01,0.03,0.07453559924998843,1,1,1,2,1,8
121.3776955058983,121.3776954313627,121.3776954313627,0.0,0.017685890197753906,0.02,0.026137113571166992,0.03,0.05,0.07453559924998776,1,1,1,2,1,12
120.95394517475931,120.95394505457426,121.73477477477478,0.006455595308182843,0.038088083267211914,0.04,0.03209114074707031,0.03,0.07,0.12018504251546103,1,1,2,2,2,4
121.09680478369451,121.09680464227316,121.09680464227316,0.0,0.016700029373168945,0.02,0.03303408622741699,0.03,0.05,0.14142135623730656,1,1,1,2,1,19
120.87242853287208,120.87242834431026,121.536689528361,0.005495555877793351,0.039414167404174805,0.04,0.03448796272277832,0.03,0.07,0.18856180831640956,1,1,2,2,2,15
121.11992854451557,121.11992843910632,121.11992843910632,0.0,0.01788783073425293,0.02,0.025184154510498047,0.03,0.05,0.10540925533894485,1,1,1,2,1,17
121.12018631957277,121.12018613101095,121.75401395877293,0.005233048660248835,0.0375370979309082,0.04,0.011705875396728516,0.01,0.05,0.18856180831641134,1,1,2,2,2,6
120.5346609679208,120.53466068927597,121.42287890327495,0.0073689858910268415,0.03760886192321777,0.04,0.018268108367919922,0.02,0.06,0.27864483333333134,1,1,1,2,1,24
120.34658089133045,120.34658075389359,121.27637847951375,0.0077260003549380445,0.07137298583984375,0.07,0.025014877319335938,0.03,0.1,0.13743685418725593,1,1,2,2,2,22
120.60270378939927,120.60270360083746,121.27594212451987,0.005582283842579955,0.03800797462463379,0.04,0.027046918869018555,0.03,0.07,0.18856180831641134,1,1,2,2,2,14
121.2324316612458,121.23243154106075,121.23243154106075,0.0,0.017898082733154297,0.02,0.03153085708618164,0.03,0.05,0.12018504251546336,1,1,1,2,1,18
121.46143842650355,121.46143832109429,121.46143832109429,0.0,0.017464160919189453,0.02,0.027400970458984375,0.03,0.05,0.1054092553389454,1,1,1,2,1,9
119.2743473480356,119.27434701690743,121.42452813582547,0.018027188349337583,0.11486077308654785,0.11,0.03487086296081543,0.03,0.14,0.3311281802526399,1,2,2,2,1,25
118.44408638853157,118.44408618879717,120.98379193293218,0.021442233427228886,0.1454458236694336,0.15,0.030169010162353516,0.03,0.18,0.19973439671724708,2,2,2,2,2,"8,16"
120.61012716714409,120.61012704695904,120.61012704695904,0.0,0.03906607627868652,0.04,0.03177189826965332,0.03,0.07,0.12018504251545215,2,2,2,2,2,"12,14"
121.62868468468469,121.62868458468469,121.62868458468469,0.0,0.14863801002502441,0.15,0.02779698371887207,0.03,0.18,0.09999999999999931,2,2,2,2,2,"2,4"
121.13960283241697,121.13960271223192,121.13960271223193,0.0,0.03968691825866699,0.04,0.028641939163208008,0.03,0.07,0.12018504251545215,2,2,2,2,2,"2,14"
119.8553856478883,119.85538548386131,120.7643441326988,0.007583794797104682,0.038459062576293945,0.04,0.005182981491088867,0.01,0.05,0.1640269875493922,2,2,3,2,2,"9,14"
